District,candidate,Party,expenditure_amount,expenditure_date,recipient,city,state,zip,expenditure_type,explanation
State Treasurer,"Sias, Lang",Republican,50.3,12/29/21 0:00,Anedot,New Orleans,LA,70112,Other,Credit Card Processing
State Treasurer,"Sias, Lang",Republican,6.3,12/30/21 0:00,Anedot,New Orleans,LA,70112,Other,Credit Card Processing
State Treasurer,"Sias, Lang",Republican,4.3,12/30/21 0:00,Anedot,New Orleans,LA,70112,Other,Credit Card Processing
State Treasurer,"Sias, Lang",Republican,1.3,12/31/21 0:00,Anedot,New Orleans,LA,70112,Other,Credit Card Processing
State Treasurer,"Sias, Lang",Republican,4.3,12/31/21 0:00,Anedot,New Orleans,LA,70112,Other,Credit Card Processing
State Treasurer,"Young, David",Democratic,18.74,1/2/21 0:00,Google,Mountain View,CA,94043,Office Equipment & Supplies,
State Treasurer,"Young, David",Democratic,45,1/5/21 0:00,Gusto,San Francisco,CA,94107,Consultant & Professional Services,
State Treasurer,"Young, David",Democratic,550,1/11/21 0:00,Ngp Van,Washington,DC,20005,Fundraising Expenses,
State Treasurer,"Young, David",Democratic,16.04,1/11/21 0:00,Zoom,San Jose,CA,95113,Office Equipment & Supplies,
State Treasurer,"Young, David",Democratic,4.21,1/11/21 0:00,Ap Intego,Denver,CO,80206,Office Equipment & Supplies,
State Treasurer,"Young, David",Democratic,148,1/19/21 0:00,Usps,Washington,DC,20260,Office Equipment & Supplies,
State Treasurer,"Young, David",Democratic,146,1/19/21 0:00,Action Network,Washington,DC,20036,Office Equipment & Supplies,
State Treasurer,"Young, David",Democratic,149,1/20/21 0:00,Phoneburner,Ladera Ranch,CA,92694,Fundraising Expenses,
State Treasurer,"Young, David",Democratic,2804.5,1/28/21 0:00,Kylie  Gruppo,Denver,CO,80218,Consultant & Professional Services,
State Treasurer,"Young, David",Democratic,1150,1/28/21 0:00,Irs,Denver,CO,80202,Consultant & Professional Services,
State Treasurer,"Young, David",Democratic,199.8,1/30/21 0:00,Colorado Department Of Revenue,Lakewood,CO,80214,Consultant & Professional Services,
State Treasurer,"Young, David",Democratic,550,2/2/21 0:00,Ngp Van,Washington,DC,20005,Fundraising Expenses,
State Treasurer,"Young, David",Democratic,18.74,2/2/21 0:00,Google,Mountain View,CA,94043,Office Equipment & Supplies,
State Treasurer,"Young, David",Democratic,45,2/2/21 0:00,Gusto,San Francisco,CA,94107,Consultant & Professional Services,
State Treasurer,"Young, David",Democratic,16.04,2/11/21 0:00,Zoom,San Jose,CA,95113,Office Equipment & Supplies,
State Treasurer,"Young, David",Democratic,4.21,2/11/21 0:00,Ap Intego,Denver,CO,80206,Office Equipment & Supplies,
State Treasurer,"Young, David",Democratic,5000,2/16/21 0:00,Colorado Democratic Party,Denver,CO,80203,Miscellaneous,Advertising
State Treasurer,"Young, David",Democratic,142,2/19/21 0:00,Action Network,Washington,DC,20036,Office Equipment & Supplies,
State Treasurer,"Young, David",Democratic,149,2/20/21 0:00,Phoneburner,Ladera Ranch,CA,92694,Fundraising Expenses,
State Treasurer,"Young, David",Democratic,129.6,2/22/21 0:00,Usps,Denver,CO,80202,Office Equipment & Supplies,
State Treasurer,"Young, David",Democratic,2807.5,2/26/21 0:00,Kylie  Gruppo,Denver,CO,80218,Consultant & Professional Services,
State Treasurer,"Young, David",Democratic,1144,2/26/21 0:00,Irs,Denver,CO,80202,Consultant & Professional Services,
State Treasurer,"Young, David",Democratic,199.8,2/28/21 0:00,Colorado Department Of Revenue,Lakewood,CO,80214,Consultant & Professional Services,
State Treasurer,"Young, David",Democratic,550,3/2/21 0:00,Ngp Van,Washington,DC,20005,Fundraising Expenses,
State Treasurer,"Young, David",Democratic,18.74,3/2/21 0:00,Google,Mountain View,CA,94043,Office Equipment & Supplies,
State Treasurer,"Young, David",Democratic,45,3/2/21 0:00,Gusto,San Francisco,CA,94107,Consultant & Professional Services,
State Treasurer,"Young, David",Democratic,16.04,3/11/21 0:00,Zoom,San Jose,CA,95113,Office Equipment & Supplies,
State Treasurer,"Young, David",Democratic,4.21,3/11/21 0:00,Ap Intego,Denver,CO,80206,Office Equipment & Supplies,
State Treasurer,"Young, David",Democratic,138,3/19/21 0:00,Action Network,Washington,DC,20036,Office Equipment & Supplies,
State Treasurer,"Young, David",Democratic,149,3/20/21 0:00,Phoneburner,Ladera Ranch,CA,92694,Fundraising Expenses,
State Treasurer,"Young, David",Democratic,2807.5,3/30/21 0:00,Kylie  Gruppo,Denver,CO,80218,Consultant & Professional Services,
State Treasurer,"Young, David",Democratic,1124.2,3/30/21 0:00,Irs,Denver,CO,80202,Consultant & Professional Services,
State Treasurer,"Young, David",Democratic,199.8,3/30/21 0:00,Colorado Department Of Revenue,Lakewood,CO,80214,Consultant & Professional Services,
State Treasurer,"Young, David",Democratic,2577.24,3/31/21 0:00,Act Blue,Cambridge,MA,2138,Fundraising Expenses,
State Treasurer,"Young, David",Democratic,45,4/1/21 0:00,Gusto,Denver,CO,80202,Office Equipment & Supplies,
State Treasurer,"Young, David",Democratic,18.74,4/2/21 0:00,Google,Mountain View,CA,94043,Office Equipment & Supplies,
State Treasurer,"Young, David",Democratic,550,4/2/21 0:00,Ngp Van,Washington,DC,20005,Office Equipment & Supplies,
State Treasurer,"Young, David",Democratic,4.21,4/5/21 0:00,Ap Intego,Denver,CO,80206,Employee Services,
State Treasurer,"Young, David",Democratic,1.11,4/12/21 0:00,Ap Intego,Denver,CO,80206,Employee Services,
State Treasurer,"Young, David",Democratic,16.04,4/12/21 0:00,Zoom Video Communications Inc.,San Jose,CA,95113,Office Equipment & Supplies,
State Treasurer,"Young, David",Democratic,182,4/19/21 0:00,The Action Network,Washington,DC,20036,Office Equipment & Supplies,
State Treasurer,"Young, David",Democratic,149,4/20/21 0:00,Phoneburner,Ladera Ranch,CA,92694,Office Equipment & Supplies,
State Treasurer,"Young, David",Democratic,211.52,4/28/21 0:00,Colorado Department Of Revenue,Denver,CO,80261,Employee Services,Payroll Taxes
State Treasurer,"Young, David",Democratic,1511.77,4/28/21 0:00,Department Of The Treasury,Washington,DC,20220,Employee Services,Payroll Taxes
State Treasurer,"Young, David",Democratic,3452.43,4/28/21 0:00,Kylie  Gruppo,Denver,CO,80218,Employee Services,
State Treasurer,"Young, David",Democratic,18.74,5/3/21 0:00,Google,Mountain View,CA,94043,Office Equipment & Supplies,
State Treasurer,"Young, David",Democratic,45,5/3/21 0:00,Gusto,Denver,CO,80202,Office Equipment & Supplies,
State Treasurer,"Young, David",Democratic,550,5/3/21 0:00,Ngp Van,Washington,DC,20005,Office Equipment & Supplies,
State Treasurer,"Young, David",Democratic,160,5/10/21 0:00,Ap Intego,Denver,CO,80206,Employee Services,
State Treasurer,"Young, David",Democratic,5.32,5/10/21 0:00,Ap Intego,Denver,CO,80206,Employee Services,
State Treasurer,"Young, David",Democratic,14.99,5/10/21 0:00,Domain.Com,Burlington,MA,1803,Office Equipment & Supplies,
State Treasurer,"Young, David",Democratic,15.99,5/10/21 0:00,Domain.Com,Burlington,MA,1803,Office Equipment & Supplies,
State Treasurer,"Young, David",Democratic,16.04,5/10/21 0:00,Zoom Video Communications Inc.,San Jose,CA,95113,Office Equipment & Supplies,
State Treasurer,"Young, David",Democratic,180,5/19/21 0:00,The Action Network,Washington,DC,20036,Office Equipment & Supplies,
State Treasurer,"Young, David",Democratic,149,5/20/21 0:00,Phoneburner,Ladera Ranch,CA,92694,Office Equipment & Supplies,
State Treasurer,"Young, David",Democratic,203,5/27/21 0:00,Colorado Department Of Revenue,Denver,CO,80261,Employee Services,Payroll Taxes
State Treasurer,"Young, David",Democratic,1511.77,5/27/21 0:00,Department Of The Treasury,Washington,DC,20220,Employee Services,Payroll Taxes
State Treasurer,"Young, David",Democratic,3452.43,5/27/21 0:00,Kylie  Gruppo,Denver,CO,80218,Employee Services,
State Treasurer,"Young, David",Democratic,45,6/1/21 0:00,Gusto,Denver,CO,80202,Office Equipment & Supplies,
State Treasurer,"Young, David",Democratic,18.74,6/2/21 0:00,Google,Mountain View,CA,94043,Office Equipment & Supplies,
State Treasurer,"Young, David",Democratic,550,6/2/21 0:00,Ngp Van,Washington,DC,20005,Office Equipment & Supplies,
State Treasurer,"Young, David",Democratic,4.3,6/7/21 0:00,Ap Intego,Denver,CO,80206,Employee Services,
State Treasurer,"Young, David",Democratic,16.04,6/10/21 0:00,Zoom Video Communications Inc.,San Jose,CA,95113,Office Equipment & Supplies,
State Treasurer,"Young, David",Democratic,149,6/21/21 0:00,Phoneburner,Ladera Ranch,CA,92694,Office Equipment & Supplies,
State Treasurer,"Young, David",Democratic,100,6/21/21 0:00,The Action Network,Washington,DC,20036,Office Equipment & Supplies,
State Treasurer,"Young, David",Democratic,2,6/28/21 0:00,Ap Intego,Denver,CO,80206,Employee Services,
State Treasurer,"Young, David",Democratic,203,6/28/21 0:00,Colorado Department Of Revenue,Denver,CO,80261,Employee Services,Payroll Taxes
State Treasurer,"Young, David",Democratic,1511.77,6/28/21 0:00,Department Of The Treasury,Washington,DC,20220,Employee Services,Payroll Taxes
State Treasurer,"Young, David",Democratic,3452.43,6/28/21 0:00,Kylie  Gruppo,Denver,CO,80218,Employee Services,
State Treasurer,"Young, David",Democratic,1692.12,6/30/21 0:00,Actblue,Cambridge,MA,2138,Bank Fees,
State Treasurer,"Young, David",Democratic,45,7/2/21 0:00,Gusto,Denver,CO,80202,Office Equipment & Supplies,
State Treasurer,"Young, David",Democratic,550,7/2/21 0:00,Ngp Van,Washington,DC,20005,Office Equipment & Supplies,
State Treasurer,"Young, David",Democratic,18.74,7/6/21 0:00,Google,Mountain View,CA,94043,Office Equipment & Supplies,
State Treasurer,"Young, David",Democratic,4.3,7/12/21 0:00,Ap Intego,Denver,CO,80206,Employee Services,
State Treasurer,"Young, David",Democratic,16.04,7/12/21 0:00,Zoom Video Communications Inc.,San Jose,CA,95113,Office Equipment & Supplies,
State Treasurer,"Young, David",Democratic,246,7/19/21 0:00,The Action Network,Washington,DC,20036,Office Equipment & Supplies,
State Treasurer,"Young, David",Democratic,149,7/20/21 0:00,Phoneburner,Ladera Ranch,CA,92694,Office Equipment & Supplies,
State Treasurer,"Young, David",Democratic,1511.77,7/30/21 0:00,Department Of The Treasury,Washington,DC,20220,Employee Services,Payroll Taxes
State Treasurer,"Young, David",Democratic,3452.43,7/30/21 0:00,Kylie  Gruppo,Denver,CO,80218,Employee Services,
State Treasurer,"Young, David",Democratic,18.74,8/2/21 0:00,Google,Mountain View,CA,94043,Office Equipment & Supplies,
State Treasurer,"Young, David",Democratic,955,8/2/21 0:00,Ngp Van,Washington,DC,20005,Office Equipment & Supplies,
State Treasurer,"Young, David",Democratic,216,8/2/21 0:00,Squarespace,New York,NY,10014,Office Equipment & Supplies,Website Host
State Treasurer,"Young, David",Democratic,443.19,8/3/21 0:00,C&D Printing,Denver,CO,80212,Office Equipment & Supplies,
State Treasurer,"Young, David",Democratic,45,8/3/21 0:00,Gusto,Denver,CO,80202,Office Equipment & Supplies,
State Treasurer,"Young, David",Democratic,4.3,8/9/21 0:00,Ap Intego,Denver,CO,80206,Employee Services,
State Treasurer,"Young, David",Democratic,195,8/10/21 0:00,Ngp Van,Washington,DC,20005,Office Equipment & Supplies,
State Treasurer,"Young, David",Democratic,16.04,8/10/21 0:00,Zoom Video Communications Inc.,San Jose,CA,95113,Office Equipment & Supplies,
State Treasurer,"Young, David",Democratic,149,8/20/21 0:00,Phoneburner,Ladera Ranch,CA,92694,Office Equipment & Supplies,
State Treasurer,"Young, David",Democratic,200,8/23/21 0:00,Pitkin County Democratic Party,Aspen,CO,81611,Other,Annual Dinner Tickets
State Treasurer,"Young, David",Democratic,30,8/24/21 0:00,Jefferson County Democratic Party,Lakewood,CO,80215,Advertising,Summer Bbq Ticket
State Treasurer,"Young, David",Democratic,203,8/31/21 0:00,Colorado Department Of Revenue,Denver,CO,80261,Employee Services,Payroll Taxes
State Treasurer,"Young, David",Democratic,10,8/31/21 0:00,Colorado Secretary Of State,,,,Other,Registration Fee
State Treasurer,"Young, David",Democratic,1511.77,8/31/21 0:00,Department Of The Treasury,Washington,DC,20220,Employee Services,Payroll Taxes
State Treasurer,"Young, David",Democratic,3452.43,8/31/21 0:00,Kylie  Gruppo,Denver,CO,80218,Employee Services,
State Treasurer,"Young, David",Democratic,45,9/2/21 0:00,Gusto,Denver,CO,80202,Office Equipment & Supplies,
State Treasurer,"Young, David",Democratic,1150,9/2/21 0:00,Ngp Van,Washington,DC,20005,Office Equipment & Supplies,
State Treasurer,"Young, David",Democratic,18.74,9/3/21 0:00,Google,Mountain View,CA,94043,Office Equipment & Supplies,
State Treasurer,"Young, David",Democratic,4.3,9/7/21 0:00,Ap Intego,Denver,CO,80206,Employee Services,
State Treasurer,"Young, David",Democratic,16.04,9/10/21 0:00,Zoom Video Communications Inc.,San Jose,CA,95113,Office Equipment & Supplies,
State Treasurer,"Young, David",Democratic,75,9/15/21 0:00,Jefferson County Democratic Party,Lakewood,CO,80215,Advertising,
State Treasurer,"Young, David",Democratic,149,9/20/21 0:00,Phoneburner,Ladera Ranch,CA,92694,Office Equipment & Supplies,
State Treasurer,"Young, David",Democratic,150,9/21/21 0:00,Boulder County Democratic Party,Boulder,CO,80303,Advertising,Annual Dinner Ticket + Advertisement
State Treasurer,"Young, David",Democratic,3452.43,9/29/21 0:00,Kylie  Gruppo,Denver,CO,80218,Employee Services,
State Treasurer,"Young, David",Democratic,1894.57,9/30/21 0:00,Actblue,Cambridge,MA,2138,Bank Fees,
State Treasurer,"Young, David",Democratic,203,9/30/21 0:00,Colorado Department Of Revenue,Denver,CO,80261,Employee Services,Payroll Taxes
State Treasurer,"Young, David",Democratic,1511.77,9/30/21 0:00,Department Of The Treasury,Washington,DC,20220,Employee Services,Payroll Taxes
State Treasurer,"Young, David",Democratic,12,10/2/20 0:00,Google,Mountain View,CA,94043,Office Equipment & Supplies,
State Treasurer,"Young, David",Democratic,45.11,10/2/20 0:00,Gusto,San Francisco,CA,94107,Employee Services,
State Treasurer,"Young, David",Democratic,12,10/2/20 0:00,Google,Mountain View,CA,94043,Office Equipment & Supplies,
State Treasurer,"Young, David",Democratic,45,10/2/20 0:00,Gusto,Denver,CO,80202,Office Equipment & Supplies,
State Treasurer,"Young, David",Democratic,144.87,10/5/20 0:00,Name.Com,Denver,CO,80202,Advertising,
State Treasurer,"Young, David",Democratic,0.11,10/5/20 0:00,Ap Intego,Denver,CO,80206,Employee Services,
State Treasurer,"Young, David",Democratic,144.87,10/5/20 0:00,Name.Com Inc,Denver,CO,80202,Office Equipment & Supplies,Domain Name
State Treasurer,"Young, David",Democratic,100,10/19/20 0:00,The Action Network,Washington,DC,20036,Office Equipment & Supplies,
State Treasurer,"Young, David",Democratic,149,10/20/20 0:00,Phoneburner,Ladera Ranch,CA,92694,Office Equipment & Supplies,
State Treasurer,"Young, David",Democratic,0.77,10/26/20 0:00,Colorado Department Of Revenue,Denver,CO,80261,Employee Services,Payroll Taxes
State Treasurer,"Young, David",Democratic,11.14,10/26/20 0:00,Department Of The Treasury,Washington,DC,20220,Employee Services,Payroll Taxes
State Treasurer,"Young, David",Democratic,64.64,10/27/20 0:00,Brittney  Bulawa,Parker,CO,80134,Employee Services,
State Treasurer,"Young, David",Democratic,12,11/2/20 0:00,Google,Mountain View,CA,94043,Office Equipment & Supplies,
State Treasurer,"Young, David",Democratic,45,11/3/20 0:00,Gusto,Denver,CO,80202,Office Equipment & Supplies,
State Treasurer,"Young, David",Democratic,0.08,11/9/20 0:00,Ap Intego,Denver,CO,80206,Employee Services,
State Treasurer,"Young, David",Democratic,100,11/19/20 0:00,The Action Network,Washington,DC,20036,Office Equipment & Supplies,
State Treasurer,"Young, David",Democratic,149,11/20/20 0:00,Phoneburner,Ladera Ranch,CA,92694,Office Equipment & Supplies,
State Treasurer,"Young, David",Democratic,0.99,11/23/20 0:00,Colorado Department Of Revenue,Denver,CO,80261,Employee Services,Payroll Taxes
State Treasurer,"Young, David",Democratic,9.9,11/23/20 0:00,Department Of The Treasury,Washington,DC,20220,Employee Services,Payroll Taxes
State Treasurer,"Young, David",Democratic,83.12,11/24/20 0:00,Brittney  Bulawa,Parker,CO,80134,Employee Services,
State Treasurer,"Young, David",Democratic,13.12,12/2/20 0:00,Google,Mountain View,CA,94043,Office Equipment & Supplies,
State Treasurer,"Young, David",Democratic,45,12/2/20 0:00,Gusto,Denver,CO,80202,Office Equipment & Supplies,
State Treasurer,"Young, David",Democratic,0.1,12/8/20 0:00,Ap Intego,Denver,CO,80206,Employee Services,
State Treasurer,"Young, David",Democratic,550,12/8/20 0:00,Ngp Van,Washington,DC,20005,Office Equipment & Supplies,
State Treasurer,"Young, David",Democratic,16.04,12/10/20 0:00,Zoom Video Communications Inc.,San Jose,CA,95113,Office Equipment & Supplies,
State Treasurer,"Young, David",Democratic,149,12/21/20 0:00,Phoneburner,Ladera Ranch,CA,92694,Office Equipment & Supplies,
State Treasurer,"Young, David",Democratic,100,12/21/20 0:00,The Action Network,Washington,DC,20036,Office Equipment & Supplies,
State Treasurer,"Young, David",Democratic,202.8,12/29/20 0:00,Colorado Department Of Revenue,Denver,CO,80261,Employee Services,Payroll Taxes
State Treasurer,"Young, David",Democratic,1151.12,12/29/20 0:00,Department Of The Treasury,Washington,DC,20220,Employee Services,Payroll Taxes
State Treasurer,"Young, David",Democratic,2801.38,12/30/20 0:00,Kylie  Gruppo,Denver,CO,80218,Employee Services,
State Treasurer,"Young, David",Democratic,917.02,12/31/20 0:00,Actblue,Cambridge,MA,2138,Bank Fees,
State Treasurer,"Young, David",Democratic,18.74,10/4/21 0:00,Google,Mountain View,CA,94043,Office Equipment & Supplies,
State Treasurer,"Young, David",Democratic,45,10/4/21 0:00,Gusto,Denver,CO,80202,Office Equipment & Supplies,
State Treasurer,"Young, David",Democratic,132.89,10/4/21 0:00,Name.Com Inc,Denver,CO,80202,Office Equipment & Supplies,Domain Name
State Treasurer,"Young, David",Democratic,4.3,10/12/21 0:00,Ap Intego,Denver,CO,80206,Employee Services,
State Treasurer,"Young, David",Democratic,16.04,10/12/21 0:00,Zoom Video Communications Inc.,San Jose,CA,95113,Office Equipment & Supplies,
State Treasurer,"Young, David",Democratic,149,10/20/21 0:00,Phoneburner,Ladera Ranch,CA,92694,Office Equipment & Supplies,
State Treasurer,"Young, David",Democratic,500,10/25/21 0:00,Action 22,Pueblo,CO,81003,Advertising,Annual Meeting Sponsorship
State Treasurer,"Young, David",Democratic,203,10/29/21 0:00,Colorado Department Of Revenue,Denver,CO,80261,Employee Services,Payroll Taxes
State Treasurer,"Young, David",Democratic,1511.77,10/29/21 0:00,Department Of The Treasury,Washington,DC,20220,Employee Services,Payroll Taxes
State Treasurer,"Young, David",Democratic,3452.43,10/29/21 0:00,Kylie  Gruppo,Denver,CO,80218,Employee Services,
State Treasurer,"Young, David",Democratic,1150,11/2/21 0:00,Ngp Van,Washington,DC,20005,Office Equipment & Supplies,
State Treasurer,"Young, David",Democratic,18.74,11/3/21 0:00,Google,Mountain View,CA,94043,Office Equipment & Supplies,
State Treasurer,"Young, David",Democratic,45,11/3/21 0:00,Gusto,Denver,CO,80202,Office Equipment & Supplies,
State Treasurer,"Young, David",Democratic,4.3,11/8/21 0:00,Ap Intego,Denver,CO,80206,Employee Services,
State Treasurer,"Young, David",Democratic,16.04,11/10/21 0:00,Zoom Video Communications Inc.,San Jose,CA,95113,Office Equipment & Supplies,
State Treasurer,"Young, David",Democratic,149,11/22/21 0:00,Phoneburner,Ladera Ranch,CA,92694,Office Equipment & Supplies,
State Treasurer,"Young, David",Democratic,208,11/30/21 0:00,Colorado Department Of Revenue,Denver,CO,80261,Employee Services,Payroll Taxes
State Treasurer,"Young, David",Democratic,1551.07,11/30/21 0:00,Department Of The Treasury,Washington,DC,20220,Employee Services,Payroll Taxes
State Treasurer,"Young, David",Democratic,3515.78,11/30/21 0:00,Kylie  Gruppo,Denver,CO,80218,Employee Services,
State Treasurer,"Young, David",Democratic,45,12/2/21 0:00,Gusto,Denver,CO,80202,Office Equipment & Supplies,
State Treasurer,"Young, David",Democratic,18.74,12/3/21 0:00,Google,Mountain View,CA,94043,Office Equipment & Supplies,
State Treasurer,"Young, David",Democratic,4.39,12/6/21 0:00,Ap Intego,Denver,CO,80206,Employee Services,
State Treasurer,"Young, David",Democratic,1996.15,12/6/21 0:00,C&D Printing,Denver,CO,80212,Advertising,
State Treasurer,"Young, David",Democratic,290,12/9/21 0:00,United States Postal Service,Greeley,CO,80631,Office Equipment & Supplies,
State Treasurer,"Young, David",Democratic,16.04,12/10/21 0:00,Zoom Video Communications Inc.,San Jose,CA,95113,Office Equipment & Supplies,
State Treasurer,"Young, David",Democratic,500,12/15/21 0:00,Club 20,Grand Junction,CO,81502,Advertising,Vorc Sponsorship
State Treasurer,"Young, David",Democratic,149,12/20/21 0:00,Phoneburner,Ladera Ranch,CA,92694,Office Equipment & Supplies,
State Treasurer,"Young, David",Democratic,1242.6,12/31/21 0:00,Actblue,Cambridge,MA,2138,Bank Fees,
State Treasurer,"Young, David",Democratic,208,12/31/21 0:00,Colorado Department Of Revenue,Denver,CO,80261,Employee Services,Payroll Taxes
State Treasurer,"Young, David",Democratic,1551.07,12/31/21 0:00,Department Of The Treasury,Washington,DC,20220,Employee Services,Payroll Taxes
State Treasurer,"Young, David",Democratic,3515.78,12/31/21 0:00,Kylie  Gruppo,Denver,CO,80218,Employee Services,
State Treasurer,"Young, David",Democratic,20,1/2/19 0:00,Google,Mountain View,CA,94043,Office Equipment & Supplies,
State Treasurer,"Young, David",Democratic,3841,1/11/19 0:00,Paychex Inc,Denver,CO,80239,Employee Services,
State Treasurer,"Young, David",Democratic,120,1/15/19 0:00,Usps,Denver,CO,80202,Office Equipment & Supplies,
State Treasurer,"Young, David",Democratic,20,2/1/19 0:00,Google,Mountain View,CA,94043,Office Equipment & Supplies,
State Treasurer,"Young, David",Democratic,99.25,2/11/19 0:00,Paychex Inc,Denver,CO,80239,Employee Services,
State Treasurer,"Young, David",Democratic,861.17,2/21/19 0:00,Elizabeth  Zartman,Littleton,CO,80120,Employee Services,
State Treasurer,"Young, David",Democratic,50,2/21/19 0:00,Colorado Secretary Of State,Denver,CO,80290,Other,Sos Fee
State Treasurer,"Young, David",Democratic,15,2/28/19 0:00,Chase Banking,Denver,CO,80202,Office Equipment & Supplies,
State Treasurer,"Young, David",Democratic,15.17,3/4/19 0:00,Google,Mountain View,CA,94043,Office Equipment & Supplies,
State Treasurer,"Young, David",Democratic,10.57,3/19/19 0:00,Act Blue,Cambridge,MA,2138,Bank Fees,
State Treasurer,"Young, David",Democratic,15,4/2/19 0:00,Google,Mountain View,CA,94043,Office Equipment & Supplies,
State Treasurer,"Young, David",Democratic,350,4/16/19 0:00,Katie  March,Denver,CO,80203,Consultant & Professional Services,
State Treasurer,"Young, David",Democratic,17.9,5/2/19 0:00,Google,Mountain View,CA,94043,Office Equipment & Supplies,
State Treasurer,"Young, David",Democratic,16.65,5/9/19 0:00,Eig,Waltham,MA,2451,Office Equipment & Supplies,Website Domain
State Treasurer,"Young, David",Democratic,15.61,5/9/19 0:00,Eig,Waltham,MA,2451,Office Equipment & Supplies,Website Domain
State Treasurer,"Young, David",Democratic,18,6/3/19 0:00,Google,Mountain View,CA,94043,Office Equipment & Supplies,
State Treasurer,"Young, David",Democratic,18,7/2/19 0:00,Google,Mountain View,CA,94043,Office Equipment & Supplies,
State Treasurer,"Young, David",Democratic,10,8/2/19 0:00,Google,Mountain View,CA,94043,Office Equipment & Supplies,
State Treasurer,"Young, David",Democratic,18,8/5/19 0:00,Google,Mountain View,CA,94043,Office Equipment & Supplies,
