committee,committee_type,expenditure_amount,expenditure_date,recipient,city,state,zip,expenditure_type,explanation
Protect Animals From Unnecessary Suffering And Exploitation,Issue Committee,3.95,6/6/21 0:00,Actblue Technical Services,Somerville,MA,02144-3132,Bank Fees,
Coalition For Women And Children,Issue Committee,55.54,6/7/21 0:00,Mailchimp,Atlanta,GA,30308,Other,7350 ∑ Email Service
Coloradans For Animal Care,Issue Committee,6.3,6/7/21 0:00,Anedot,Baton Rouge,LA,70808,Fundraising Expenses,Credit Card Processing
Yes On Prop. 119,Issue Committee,2500,6/7/21 0:00,"Cole Communications, Llc",Colorado Springs,CO,80903,Consultant & Professional Services,Outreach Consulting
Yes On Prop. 119,Issue Committee,48336,6/7/21 0:00,Blitz Canvassing Llc,Denver,CO,80231,Consultant & Professional Services,Petition Circulation
No On Ee - - A Bad Deal For Colorado,Issue Committee,15000,6/7/21 0:00,Midg Group Llc,Denver,CO,80203,Consultant & Professional Services,Consulting Fees
"A Brighter, Healthier Future For Colorado'S Kids",Issue Committee,2,6/8/21 0:00,First Bank,Lakewood,CO,80215,Bank Fees,
Allies For Co Ag,Issue Committee,0.88,6/8/21 0:00,Paypal,San Jose,CA,95131,Bank Fees,Paypal Transaction Fees
Allies For Co Ag,Issue Committee,160.29,6/8/21 0:00,Zazzle,Redwood City,CA,94063,Advertising,Business Cards From Zazzle
Coalition For Women And Children,Issue Committee,20,6/9/21 0:00,Squarespace,San Francisco,CA,94103,Other,6490 ∑ Other Website Expense
Coloradans For Animal Care,Issue Committee,1.3,6/9/21 0:00,Anedot,Baton Rouge,LA,70808,Fundraising Expenses,Credit Card Processing
Yes On Prop. 119,Issue Committee,205,6/9/21 0:00,Xl Edge,Lakewood,CO,80227,Consultant & Professional Services,Communications Services
Yes On Prop. 119,Issue Committee,30000,6/9/21 0:00,76 Group,Frisco,CO,80443,Consultant & Professional Services,Campaign Management
Yes On Prop. 119,Issue Committee,4500,6/9/21 0:00,"La Raza Services, Inc.",Denver,CO,80204,Consultant & Professional Services,Outreach Consulting
Yes On Prop. 119,Issue Committee,102900,6/9/21 0:00,Blitz Canvassing Llc,Denver,CO,80231,Consultant & Professional Services,Petition Circulation
Allies For Co Ag,Issue Committee,0.76,6/10/21 0:00,Stripe,San Francisco,CA,94103,Bank Fees,Stripe Transaction Fees
Cut Property Taxes,Issue Committee,256816,6/10/21 0:00,Victors Canvassing,Colorado Springs,CO,80903,Consultant & Professional Services,Signature Gathering
The Committee For Spending Transparency,Issue Committee,134546.5,6/10/21 0:00,Blitz Canvassing,Denver,CO,80231,Consultant & Professional Services,Signature Gathering
Allies For Co Ag,Issue Committee,518.68,6/11/21 0:00,Zazzle,Redwood City,CA,94063,Fundraising Expenses,Bumper Stickers For Initiative #16 Awareness
Allies For Co Ag,Issue Committee,5.75,6/12/21 0:00,Walmart,Fort Collins,CO,80524,Fundraising Expenses,Envelopes For Shipping Bumper Stickers And Business Cards
Allies For Co Ag,Issue Committee,16.2,6/14/21 0:00,United States Postal Service,,,,Fundraising Expenses,"Postage For Shipping Of Bumper Stickers, Business Cards And Fliers"
Allies For Co Ag,Issue Committee,2.4,6/14/21 0:00,Usps,Fort Collins,CO,80521,Fundraising Expenses,Postage For Shipping Of Bumper Stickers And Fliers
Allies For Co Ag,Issue Committee,73.56,6/14/21 0:00,Fedex,Fort Collins,CO,80524,Fundraising Expenses,Order Of Fliers For Initiative #16 Awareness
Coloradans For Animal Care,Issue Committee,400,6/14/21 0:00,Strategic Compliance Llc,Denver,CO,80205,Consultant & Professional Services,Compliance Consulting
Cut Property Taxes,Issue Committee,98,6/14/21 0:00,Us Bank,Parker,CO,80134,Bank Fees,Bank Fee
Friends Of St. Vrain And Left Hand Water,Issue Committee,1700,6/14/21 0:00,Left Hand Watershed Center,Longmont,CO,80544,Other,Donation To A Non-Proft
The Committee For Spending Transparency,Issue Committee,174,6/14/21 0:00,Us Bank,Parker,CO,80134,Bank Fees,Bank Fee
Coalition For Women And Children,Issue Committee,7.19,6/15/21 0:00,Starbucks,Greenwood Village,CO,80111,Other,7640 ∑ Meals
Allies For Co Ag,Issue Committee,2.91,6/16/21 0:00,Paypal,San Jose,CA,95131,Bank Fees,Paypal Transaction Fees
Allies For Co Ag,Issue Committee,2.2,6/16/21 0:00,United States Postal Service,Fort Collins,CO,80521,Fundraising Expenses,Postage For Bumper Stickers And Fliers
Allies For Co Ag,Issue Committee,2.62,6/17/21 0:00,Paypal,San Jose,CA,95131,Bank Fees,Paypal Transaction Fees
Allies For Co Ag,Issue Committee,35.78,6/17/21 0:00,Empire,Fort Collins,CO,80524,Travel & Lodging,"Fuel For Workshop Speaking Engagement For The Cvata In Sterling, Co"
Allies For Co Ag,Issue Committee,1.56,6/17/21 0:00,Stripe,San Francisco,CA,94103,Bank Fees,Stripe Transaction Fees
Coalition For Women And Children,Issue Committee,200,6/17/21 0:00,Wolfe Legal Services,Nashville,TN,37206,Other,7510 ∑ Attorney Fees
Yes On Prop. 119,Issue Committee,91104,6/17/21 0:00,Blitz Canvassing Llc,Denver,CO,80231,Consultant & Professional Services,Petition Circulation
Allies For Co Ag,Issue Committee,3.06,6/18/21 0:00,Stripe,San Francisco,CA,94103,Bank Fees,Stripe Transaction Fees
Allies For Co Ag,Issue Committee,20.65,6/18/21 0:00,United States Postal Service,Fort Collins,CO,80521,Fundraising Expenses,Postage For Flier And Bumper Stickers
Allies For Co Ag,Issue Committee,73.56,6/18/21 0:00,Fedex,Fort Collins,CO,80524,Fundraising Expenses,Fedex Printing Of Fliers About Initiative #16
The Committee For Spending Transparency,Issue Committee,110966.65,6/18/21 0:00,Blitz Canvassing,Denver,CO,80231,Consultant & Professional Services,Signature Gathering
Iam27J,Issue Committee,89,6/19/21 0:00,Nationbuilder,Los Angeles,CA,90071,Consultant & Professional Services,Nationbuilder
Allies For Co Ag,Issue Committee,2.16,6/21/21 0:00,Paypal,San Jose,CA,95131,Bank Fees,Paypal Transaction Fees
Allies For Co Ag,Issue Committee,23.99,6/21/21 0:00,United States Postal Service,,,,Fundraising Expenses,Postage For Fliers And Bumper Stickers
Coloradans For Animal Care,Issue Committee,4.3,6/21/21 0:00,Anedot,Baton Rouge,LA,70808,Fundraising Expenses,Credit Card Processing
Recall Polis 2021,Issue Committee,73,6/21/21 0:00,Usps,Loveland,CO,80537,Other,Po Box For 6 Months
Allies For Co Ag,Issue Committee,4.96,6/22/21 0:00,Stripe,San Francisco,CA,94103,Bank Fees,Stripe Transaction Fees
Coloradans For Animal Care,Issue Committee,19896.96,6/22/21 0:00,Recht Kornfeld Pc,Denver,CO,80202,Consultant & Professional Services,Legal Fees
Protect Animals From Unnecessary Suffering And Exploitation,Issue Committee,0.4,6/22/21 0:00,Actblue Technical Services,Somerville,MA,02144-3132,Bank Fees,
The Committee For Spending Transparency,Issue Committee,88429,6/23/21 0:00,Blitz Canvassing,Denver,CO,80231,Consultant & Professional Services,Signature Gathering
Coalition For Women And Children,Issue Committee,1,6/24/21 0:00,,,,,Other,7214 ∑ Office Supplies
Coalition For Women And Children,Issue Committee,3.35,6/25/21 0:00,Fedex,Memphis,TN,38118,Other,6221 ∑ Printing
Coalition For Women And Children,Issue Committee,327.01,6/25/21 0:00,Squarespace,San Francisco,CA,94103,Other,6420 ∑ Production & Design
Yes On Prop. 119,Issue Committee,553,6/29/21 0:00,Maven Law Group,Denver,CO,80202,Consultant & Professional Services,Legal/Compliance
Yes On Prop. 119,Issue Committee,74778,6/29/21 0:00,Blitz Canvassing Llc,Denver,CO,80231,Consultant & Professional Services,Signature Collection
Coalition For Women And Children,Issue Committee,0.3,6/30/21 0:00,Fedex,Memphis,TN,38118,Other,6221 ∑ Printing
Coalition For Women And Children,Issue Committee,2,6/30/21 0:00,Firstbank North,Arvada,CO,80006,Other,7810 ∑ Service Charges
Colorado Rising For Health And Safety,Issue Committee,2,6/30/21 0:00,Firstbank Of Boulder,Boulder,CO,80301,Bank Fees,Bank Charge Toward Credit Card
Educators For Equity,Issue Committee,2,6/30/21 0:00,,,,,Bank Fees,
Friends Of St. Vrain And Left Hand Water,Issue Committee,17,6/30/21 0:00,First Bank,Lakewood,CO,80215,Bank Fees,
Iam27J,Issue Committee,14,6/30/21 0:00,Tbk Bank,Bettenforf,IA,52722,Bank Fees,Charge Due To Less Than $5000 In Account
Yes On Prop. 119,Issue Committee,30,6/30/21 0:00,First Bank,Denver,CO,80231,Bank Fees,Stop Payment Fee
Yes On Prop. 119,Issue Committee,23000,6/30/21 0:00,76 Group,Frisco,CO,80443,Consultant & Professional Services,Polling
The Stop Pause Coalition,Issue Committee,41,6/30/21 0:00,"Anedot, Inc",New Orleans,LA,70112,Fundraising Expenses,
Recall Polis - Griswold 2021,Issue Committee,10,7/1/21 0:00,1St Bank,Loveland,CO,80537,Bank Fees,Monthly Servce Fee
Coalition For Women And Children,Issue Committee,24,7/2/21 0:00,Google,Mountain Views Parkway,CA,94043,Other,6410 ∑ Registration & Hosting
Coalition For Women And Children,Issue Committee,46.88,7/2/21 0:00,Godaddy.Com Llc,Scottsdale,AZ,85260,Other,6410 ∑ Registration & Hosting
Safe And Healthy Colorado,Issue Committee,27,7/2/21 0:00,Paragon Payment Solutions,Tempe,AZ,85282,Bank Fees,
Coalition For Women And Children,Issue Committee,55.54,7/6/21 0:00,Mailchimp,Atlanta,GA,30308,Other,7350 ∑ Email Service
The Committee For Spending Transparency,Issue Committee,104687,7/6/21 0:00,Blitz Canvassing,Denver,CO,80231,Consultant & Professional Services,Signature Gathering
Cut Property Taxes,Issue Committee,311911.82,7/8/21 0:00,Victors Canvassing,Colorado Springs,CO,80903,Consultant & Professional Services,Signature Gathering
Yes On Prop. 119,Issue Committee,250,7/8/21 0:00,Glenmoor Country Club,Cherry Hills Village,CO,80013,Fundraising Expenses,Event Deposit
"A Brighter, Healthier Future For Colorado'S Kids",Issue Committee,2,7/9/21 0:00,,,,,Bank Fees,
Coloradans For Animal Care,Issue Committee,400,7/12/21 0:00,Strategic Compliance Llc,Denver,CO,80205,Consultant & Professional Services,Campaign Finance Consulting
Citizens For Arts To Zoo,Issue Committee,900,7/13/21 0:00,"K.K. Ciruli, Cpa",San Clemente,CA,92672,Consultant & Professional Services,
Coalition For Women And Children,Issue Committee,13.99,7/14/21 0:00,Eig Domain,Burlington,MA,1803,Other,6490 ∑ Other Website Expense
Cut Property Taxes,Issue Committee,50,7/14/21 0:00,Sos,Denver,CO,80290,Other,Late Fee
The Committee For Spending Transparency,Issue Committee,114477,7/14/21 0:00,Blitz Canvassing,Denver,CO,80231,Consultant & Professional Services,Signature Gathering
Allies For Co Ag,Issue Committee,878.11,7/15/21 0:00,Melody  Michel,Fort Collins,CO,80524,Other,Reimbursement For Q2 Individual Contributions
Cut Property Taxes,Issue Committee,74,7/15/21 0:00,Us Bank,Parker,CO,80134,Bank Fees,Bank Fee
"Protecting Coloradoís Environment, Economy, And Energy Independence (Protect Colorado)",Issue Committee,1200,7/15/21 0:00,"Strategic Compliance, Llc",Denver,CO,80205,Consultant & Professional Services,
The Committee For Spending Transparency,Issue Committee,198,7/15/21 0:00,Us Bank,Parker,CO,80134,Bank Fees,Bank Fee
Coalition For Women And Children,Issue Committee,150,7/16/21 0:00,"Sws Polifi, Llc",Fort Lupton,CO,80621,Other,7520 ∑ Accounting Fees
Educators For Equity,Issue Committee,180,7/16/21 0:00,Scarlett Greene,Denver,CO,80210-2812,Consultant & Professional Services,
Coalition For Women And Children,Issue Committee,0.16,7/19/21 0:00,Fedex,Memphis,TN,38118,Other,6221 ∑ Printing
Coalition For Women And Children,Issue Committee,4.75,7/19/21 0:00,,,,,Other,7640 ∑ Meals
Iam27J,Issue Committee,89,7/20/21 0:00,Nationbuilder,Los Angeles,CA,90071,Consultant & Professional Services,Nationbuilder
The Committee For Spending Transparency,Issue Committee,67232,7/22/21 0:00,Blitz Canvassing,Denver,CO,80231,Consultant & Professional Services,Signature Gathering
Yes On Prop. 119,Issue Committee,100,7/26/21 0:00,Del Frisco'S Double Eagle,Denver,CO,80111,Fundraising Expenses,Fundraising Event Expense
Yes On Prop. 119,Issue Committee,9000,7/26/21 0:00,"La Raza Services, Inc.",Denver,CO,80204,Consultant & Professional Services,June Outreach
Yes On Prop. 119,Issue Committee,16.5,7/27/21 0:00,United States Post Office,Denver,CO,80237,Miscellaneous,Postage
Yes On Prop. 119,Issue Committee,103.29,7/28/21 0:00,"Stripe, Inc.",San Francisco,CA,94103,Fundraising Expenses,Transaction Fees
Protect Animals From Unnecessary Suffering And Exploitation,Issue Committee,311.23,7/28/21 0:00,Brave New Life,Boulder,CO,80306,Other,"Empty Account To Brave New Life In Order To File Termination Report
They Are A 501C3 Non-Profit
Www.Bravenewlife.Org/"
Yes On Prop. 119,Issue Committee,117438,7/29/21 0:00,Blitz Canvassing Llc,Denver,CO,80231,Consultant & Professional Services,Signature Collection
Yes On Prop. 119,Issue Committee,123528,7/29/21 0:00,Blitz Canvassing Llc,Denver,CO,80231,Consultant & Professional Services,Signature Collection
The Committee For Spending Transparency,Issue Committee,98027.25,7/29/21 0:00,Blitz Canvassing,Denver,CO,80231,Consultant & Professional Services,Signature Gathering
Allies For Co Ag,Issue Committee,29.99,7/30/21 0:00,Melody  Michel,Fort Collins,CO,80524,Advertising,Godaddy.Com Website Hosting
Coalition For Women And Children,Issue Committee,4,7/30/21 0:00,Firstbank North,Arvada,CO,80006,Other,7810 ∑ Service Charges
Coalition For Women And Children,Issue Committee,2,7/30/21 0:00,,,,,Other,7657 ∑ Vehicle Tolls And Parking
Colorado Rising For Health And Safety,Issue Committee,2,7/30/21 0:00,Firstbank Of Boulder,Boulder,CO,80301,Bank Fees,"Activity Charge, Toward Credit Card"
Educators For Equity,Issue Committee,2,7/30/21 0:00,,,,,Bank Fees,
Friends Of St. Vrain And Left Hand Water,Issue Committee,5,7/30/21 0:00,First Bank,Lakewood,CO,80215,Bank Fees,
Iam27J,Issue Committee,14,7/30/21 0:00,Tbk Bank,Bettenforf,IA,52722,Bank Fees,Bank Fee Due To Less Than $5000 In Bank
Recall Polis - Griswold 2021,Issue Committee,10,8/1/21 0:00,1St Bank,Loveland,CO,80537,Bank Fees,Monthly Bank Fees
Cut Property Taxes,Issue Committee,1021,8/2/21 0:00,Majority Strategies Llc,Jacksonville,FL,32258,Consultant & Professional Services,Website
Recall Polis - Griswold 2021,Issue Committee,1287.52,8/2/21 0:00,Alphagraphics,Glendale,CO,80246,Advertising,Purchase Banners And Flyers
Recall Polis - Griswold 2021,Issue Committee,-1287.52,8/2/21 0:00,Alphagraphics,Glendale,CO,80246,Advertising,Offset Due To Update Of Filed Item - Purchase Banners And Flyers
Recall Polis - Griswold 2021,Issue Committee,1287.52,8/2/21 0:00,Alphagraphics,Glendale,CO,80246,Advertising,Purchase Banners And Flyers
Safe And Healthy Colorado,Issue Committee,27,8/2/21 0:00,Paragon Payment Solutions,Tempe,AZ,85282,Bank Fees,
The Committee For Spending Transparency,Issue Committee,1021,8/2/21 0:00,Majority Strategies Llc,Jacksonville,CO,32258,Consultant & Professional Services,Website
Coalition For Women And Children,Issue Committee,24,8/3/21 0:00,Google,Mountain Views Parkway,CA,94043,Other,7223 ∑ Software Expense
Citizens For Arts To Zoo,Issue Committee,5000,8/4/21 0:00,Colorado Legislative Strategies,Denver,CO,80203,Consultant & Professional Services,
Coloradans For Animal Care,Issue Committee,555,8/4/21 0:00,Recht Kornfeld Pc,Denver,CO,80202,Consultant & Professional Services,Legal Fees
Coalition For Women And Children,Issue Committee,55.54,8/5/21 0:00,Mailchimp,Atlanta,GA,30308,Other,7350 ∑ Email Service
Recall Polis - Griswold 2021,Issue Committee,19.99,8/5/21 0:00,"Aweber Systems, Inc.",Chalfont,PA,18914,Other,Email Service
Recall Polis - Griswold 2021,Issue Committee,-19.99,8/5/21 0:00,"Aweber Systems, Inc.",Chalfont,PA,18914,Other,Offset Due To Update Of Filed Item - Email Service
Recall Polis - Griswold 2021,Issue Committee,19.99,8/5/21 0:00,"Aweber Systems, Inc.",Chalfont,PA,18914,Advertising,Email Service
Yes On Prop. 119,Issue Committee,7490.03,8/6/21 0:00,Cottrell Printing Company,Centennial,CO,80112,Advertising,Printing Services
Yes On Prop. 119,Issue Committee,6500,8/9/21 0:00,Evergreen Endeavors,Aurora,CO,80016,Fundraising Expenses,
Yes On Prop. 119,Issue Committee,691.96,8/9/21 0:00,Glenmoor Country Club,Cherry Hills Village,CO,80013,Fundraising Expenses,
Yes On Prop. 119,Issue Committee,395,8/9/21 0:00,Maven Law Group,Denver,CO,80202,Consultant & Professional Services,Legal/Compliance
Yes On Prop. 119,Issue Committee,6000,8/9/21 0:00,Powermap Ltd.,Wheat Ridge,CO,80214,Consultant & Professional Services,Outreach
Yes On Prop. 119,Issue Committee,5000,8/9/21 0:00,"Cole Communications, Llc",Colorado Springs,CO,80903,Consultant & Professional Services,Outreach
Yes On Prop. 119,Issue Committee,10000,8/9/21 0:00,Onsight Public Affairs Inc.,Boulder,CO,80308,Consultant & Professional Services,Communications Consulting
"A Brighter, Healthier Future For Colorado'S Kids",Issue Committee,2,8/10/21 0:00,,,,,Bank Fees,
Colorado Character,Issue Committee,224137.68,8/11/21 0:00,Blitz Canvassing,Denver,CO,80231,Consultant & Professional Services,Petition Signature Collection
Coalition For Women And Children,Issue Committee,103.76,8/12/21 0:00,Apple.Com,Cupertino,CA,95015,Other,7222 ∑ Computer Hardware
Cut Property Taxes,Issue Committee,76,8/13/21 0:00,Us Bank,Parker,CO,80134,Bank Fees,Bank Fee
The Committee For Spending Transparency,Issue Committee,272,8/13/21 0:00,Us Bank,Parker,CO,80134,Bank Fees,Bank Fee
Coloradans For Animal Care,Issue Committee,400,8/15/21 0:00,Strategic Compliance Llc,Denver,CO,80205,Consultant & Professional Services,Compliance Consulting
Coalition For Women And Children,Issue Committee,39,8/16/21 0:00,Browerstack,San Francisco,CA,94107,Other,7390 ∑ Other Communications Expense
Iam27J,Issue Committee,2397.6,8/17/21 0:00,Iam27J-  501(C)4,Brighton,CO,80601,Other,2014-2018  In Kind Contributions  Were Incorrectly Recorded As Monetary Contributions  I Worked With  Campaign Finance; It Was Recommended That I Indicate The Total  As A Non-Monetary Expenditure To Iam27J To Balance The Records.
Iam27J,Issue Committee,10,8/17/21 0:00,Colorado Secretary Of State,Denver,CO,80290,Other,Periodic Report
Iam27J,Issue Committee,89,8/19/21 0:00,Nationbuilder,Los Angeles,CA,90071,Consultant & Professional Services,Nationbuilder
No On Ee - - A Bad Deal For Colorado,Issue Committee,5000,8/24/21 0:00,Midg Group Llc,Denver,CO,80203,Consultant & Professional Services,Management
Iam27J,Issue Committee,2.45,8/25/21 0:00,Nationbuilder,Los Angeles,CA,90071,Consultant & Professional Services,Democracy Engine'S Fee For Two Donations Totaling $55
Iam27J,Issue Committee,10000,8/26/21 0:00,Topline Management,Broomfield,CO,80023,Consultant & Professional Services,Digital Marketing
Yes On Prop. 119,Issue Committee,79,8/26/21 0:00,Maven Law Group,Denver,CO,80202,Consultant & Professional Services,Legal/Compliance
Yes On Prop. 119,Issue Committee,5000,8/26/21 0:00,"Cole Communications, Llc",Colorado Springs,CO,80903,Consultant & Professional Services,Outreach
Yes On Prop. 119,Issue Committee,510,8/26/21 0:00,Fls Connect,St. Paul,MN,55128,Consultant & Professional Services,Research
Yes On Prop. 119,Issue Committee,504,8/26/21 0:00,Fls Connect,St. Paul,MN,55128,Consultant & Professional Services,Research
Yes On Prop. 119,Issue Committee,9000,8/26/21 0:00,"La Raza Services, Inc.",Denver,CO,80204,Consultant & Professional Services,Outreach
Yes On Prop. 119,Issue Committee,10000,8/26/21 0:00,Onsight Public Affairs Inc.,Boulder,CO,80308,Consultant & Professional Services,Communications Consulting
Yes On Prop. 119,Issue Committee,30000,8/26/21 0:00,76 Group,Frisco,CO,80443,Consultant & Professional Services,"Campaign Management	Consulting"
Iam27J,Issue Committee,4250,8/28/21 0:00,Kabza,Wheat Ridge,CO,80034,Consultant & Professional Services,Consulting Check #1665
Allies For Co Ag,Issue Committee,29.99,8/30/21 0:00,Melody  Michel,Fort Collins,CO,80524,Advertising,Godaddy.Com Website Hosting
Coloradans For Animal Care,Issue Committee,1140,8/30/21 0:00,Recht Kornfeld Pc,Denver,CO,80202,Consultant & Professional Services,Legal Fees
Friends Of St. Vrain And Left Hand Water,Issue Committee,5,8/30/21 0:00,First Bank,Lakewood,CO,80215,Bank Fees,
Coalition For Women And Children,Issue Committee,4,8/31/21 0:00,Firstbank North,Arvada,CO,80006,Other,7810 ∑ Service Charges
Colorado Character,Issue Committee,42,8/31/21 0:00,Citywide Banks,Denver,CO,80202,Bank Fees,Bank Fees
Colorado Voter Defense Project,Issue Committee,12,8/31/21 0:00,,,,,Bank Fees,
Educators For Equity,Issue Committee,2,8/31/21 0:00,,,,,Bank Fees,
Yes On Prop. 119,Issue Committee,50000,9/1/21 0:00,Blitz Canvassing Llc,Denver,CO,80231,Consultant & Professional Services,Signature Collection
Yes On Prop. 119,Issue Committee,65000,9/1/21 0:00,Uplift,Berkeley,CA,94704,Advertising,Digital Advertising
Yes On Prop. 119,Issue Committee,30,9/1/21 0:00,First Bank,Denver,CO,80231,Bank Fees,Wire Transfer Fee
Recall Polis - Griswold 2021,Issue Committee,10,9/1/21 0:00,1St Bank,Loveland,CO,80537,Bank Fees,Monthly Bank Checking Fee
Iam27J,Issue Committee,129.33,9/2/21 0:00,Nationbuilder,Los Angeles,CA,90071,Consultant & Professional Services,Fees For Democracy Engine - 33 Deposits
Safe And Healthy Colorado,Issue Committee,27,9/2/21 0:00,Paragon Payment Solutions,Tempe,AZ,85282,Bank Fees,
Yes On Prop. 119,Issue Committee,29.3,9/2/21 0:00,"Stripe, Inc.",San Francisco,CA,94103,Fundraising Expenses,Transaction Fees
Colorado Voter Defense Project,Issue Committee,39.5,9/3/21 0:00,Actblue,Somerville,MA,2144,Bank Fees,
Cut Property Taxes,Issue Committee,7500,9/3/21 0:00,Novitas Communications,Denver,CO,80202,Consultant & Professional Services,Communications
Coalition For Women And Children,Issue Committee,55.54,9/7/21 0:00,Mailchimp,Atlanta,GA,30308,Other,7350 ∑ Email Service
Coloradans Against School Vouchers,Issue Committee,7500,9/7/21 0:00,No On Prop 119,Brighton,CO,80602,Consultant & Professional Services,Website
Colorado Voter Defense Project,Issue Committee,987.5,9/7/21 0:00,Actblue,Somerville,MA,2144,Bank Fees,
Iam27J,Issue Committee,595,9/7/21 0:00,"Altitude Arts, Llc",Littleton,CO,80123,Consultant & Professional Services,For Photography  Invoice 8577
No On Prop 119,Issue Committee,7500,9/7/21 0:00,Compete Digital,Washington,DC,20003,Consultant & Professional Services,Website Creation
Yes On Prop. 119,Issue Committee,80.95,9/7/21 0:00,"Stripe, Inc.",San Francisco,CA,94103,Fundraising Expenses,Transaction Fees
Colorado Voter Defense Project,Issue Committee,5000,9/8/21 0:00,Blue Mountain Strategies,Denver,CO,80203,Consultant & Professional Services,
Iam27J,Issue Committee,114.11,9/8/21 0:00,Nationbuilder,Los Angeles,CA,90071,Consultant & Professional Services,Fees For Democracy Engine- 3 Contributions
Yes On Prop. 119,Issue Committee,32.8,9/8/21 0:00,"Stripe, Inc.",San Francisco,CA,94103,Fundraising Expenses,Transaction Fees
Recall Polis - Griswold 2021,Issue Committee,2,9/9/21 0:00,1St Bank,Loveland,CO,80537,Bank Fees,Bank Account Debit Card Fee
Yes On Prop. 119,Issue Committee,58.3,9/9/21 0:00,"Stripe, Inc.",San Francisco,CA,94103,Fundraising Expenses,Transaction Fees
Yes On Prop. 119,Issue Committee,6500,9/9/21 0:00,Evergreen Endeavors,Aurora,CO,80016,Fundraising Expenses,Fundraising Event Expense
Citizens For Ridgway R-2,Issue Committee,1325,9/10/21 0:00,Signrocket.Com,St. Paul Park,MN,55071,Advertising,Dbt Crd 1119 09/10/21 46251743 Signrocket.Com 651-769-1141 Mn C# 4093
Yes On Prop. 119,Issue Committee,7.55,9/10/21 0:00,"Stripe, Inc.",San Francisco,CA,94103,Fundraising Expenses,Transaction Fees
Yes On Prop. 119,Issue Committee,10,9/10/21 0:00,First Bank,Denver,CO,80231,Bank Fees,Wire Transfer Fee
No On Ee - - A Bad Deal For Colorado,Issue Committee,6000,9/13/21 0:00,Midg Group Llc,Denver,CO,80203,Consultant & Professional Services,Management
Coalition For Women And Children,Issue Committee,0.32,9/14/21 0:00,Fedex,Memphis,TN,38118,Other,6221 ∑ Printing
Coalition For Women And Children,Issue Committee,7.95,9/14/21 0:00,Usps,Washington,DC,20260,Other,7215 ∑ Shipping & Postage
Colorado Voter Defense Project,Issue Committee,5750,9/14/21 0:00,Irn,Denver,CO,80201,Other,Research
Iam27J,Issue Committee,4250,9/14/21 0:00,Kabza,Wheat Ridge,CO,80034,Consultant & Professional Services,Check #1667
Iam27J,Issue Committee,2520,9/14/21 0:00,Signarama,Brighton,CO,80601,Consultant & Professional Services,"10 Banners
Check #1666"
Iam27J,Issue Committee,-4250,9/14/21 0:00,Kabza,Wheat Ridge,CO,80034,Consultant & Professional Services,Offset Due To Deletion Of Filed Item - Check #1667
Coloradans For Animal Care,Issue Committee,400,9/15/21 0:00,Strategic Compliance Llc,Denver,CO,80205,Consultant & Professional Services,Compliance Consulting Services
Colorado Voter Defense Project,Issue Committee,2050,9/15/21 0:00,Tierney Lawrence,Denver,CO,80203,Consultant & Professional Services,
Colorado Voter Defense Project,Issue Committee,510,9/15/21 0:00,Scarlett Greene,Denver,CO,80206,Consultant & Professional Services,
Iam27J,Issue Committee,239.2,9/15/21 0:00,Signarama,Brighton,CO,80601,Consultant & Professional Services,"Balance On Banners
Check #1668"
Iam27J,Issue Committee,22.97,9/15/21 0:00,Nationbuilder,Los Angeles,CA,90071,Consultant & Professional Services,"Democracy Engine Fees For 6 Contributions:
Dean-Swarr"
Yes On Prop. 119,Issue Committee,2.48,9/15/21 0:00,"Stripe, Inc.",San Francisco,CA,94103,Fundraising Expenses,Transaction Fees
Cannabis Community For Fairness And Safety,Issue Committee,2550,9/16/21 0:00,Rbi Strategies And Research,Denver,CO,80202,Consultant & Professional Services,Legal Fees
Coalition For Women And Children,Issue Committee,39,9/16/21 0:00,Browerstack,San Francisco,CA,94107,Other,7390 ∑ Other Communications Expense
Iam27J,Issue Committee,745.92,9/16/21 0:00,C & D Printing,Denver,CO,80212,Consultant & Professional Services,Post Cards
Yes On Prop. 119,Issue Committee,103.9,9/16/21 0:00,"Stripe, Inc.",San Francisco,CA,94103,Fundraising Expenses,Transaction Fee
Yes On Prop. 119,Issue Committee,30,9/17/21 0:00,First Bank,Denver,CO,80231,Bank Fees,Bank Fee
Yes On Prop. 119,Issue Committee,10,9/17/21 0:00,First Bank,Denver,CO,80231,Bank Fees,Bank Fee
Yes On Prop. 119,Issue Committee,29.9,9/17/21 0:00,"Stripe, Inc.",San Francisco,CA,94103,Fundraising Expenses,Transaction Fee
Yes On Prop. 119,Issue Committee,48000,9/17/21 0:00,Uplift,Berkeley,CA,94704,Advertising,Digital Advertising
Citizens For Arts To Zoo,Issue Committee,3927.5,9/18/21 0:00,Ciruli Associates,Denver,CO,80101,Consultant & Professional Services,
Iam27J,Issue Committee,89,9/19/21 0:00,Nationbuilder,Los Angeles,CA,90071,Consultant & Professional Services,Nationbuilder
No On Prop 119,Issue Committee,12,9/20/21 0:00,,,,,Bank Fees,
Yes On Prop. 119,Issue Committee,30,9/20/21 0:00,First Bank,Denver,CO,80231,Bank Fees,Bank Fee
Yes On Prop. 119,Issue Committee,30,9/20/21 0:00,First Bank,Denver,CO,80231,Bank Fees,Bank Fee
Yes On Prop. 119,Issue Committee,225244,9/20/21 0:00,Blitz Canvassing Llc,Denver,CO,80231,Consultant & Professional Services,Signature Collection
