District,candidate,Party,expenditure_amount,expenditure_date,recipient,city,state,zip,expenditure_type,explanation
Senate District 08,"Roberts, Dylan",Democratic,64.95,3/11/22 0:00,Adp,Roseland,NJ,7068,Office Equipment & Supplies,
Senate District 08,"Roberts, Dylan",Democratic,239.65,3/15/22 0:00,Shane  Beck,Denver,CO,80211,Employee Services,Employee Wages
Senate District 08,"Roberts, Dylan",Democratic,62.72,3/15/22 0:00,Adp,Roseland,NJ,7068,Office Equipment & Supplies,
Senate District 08,"Roberts, Dylan",Democratic,97.99,3/23/22 0:00,Mailchimp,Atlanta,GA,30308,Advertising,
Senate District 08,"Roberts, Dylan",Democratic,64.95,3/25/22 0:00,Adp,Roseland,NJ,7068,Office Equipment & Supplies,
Senate District 08,"Roberts, Dylan",Democratic,5.55,4/1/22 0:00,Colorado Democratic Party,Denver,CO,80203,Other,Sd8 Delegates
Senate District 08,"Roberts, Dylan",Democratic,18,4/5/22 0:00,Squarespace Inc,New York,NY,10014,Office Equipment & Supplies,
Senate District 08,"Roberts, Dylan",Democratic,299.57,4/5/22 0:00,Shane  Beck,Denver,CO,80211,Employee Services,Employee Wages
Senate District 08,"Roberts, Dylan",Democratic,92.48,4/5/22 0:00,Adp,Roseland,NJ,7068,Office Equipment & Supplies,
Senate District 08,"Roberts, Dylan",Democratic,64.95,4/15/22 0:00,Adp,Roseland,NJ,7068,Office Equipment & Supplies,
Senate District 08,"Roberts, Dylan",Democratic,138,4/18/22 0:00,United States Post Office,Eagle,CO,81631,Office Equipment & Supplies,
Senate District 08,"Roberts, Dylan",Democratic,355.18,4/19/22 0:00,Shane  Beck,Denver,CO,80211,Employee Services,Employee Wages
Senate District 08,"Roberts, Dylan",Democratic,116.52,4/19/22 0:00,Adp,Roseland,NJ,7068,Office Equipment & Supplies,
Senate District 08,"Roberts, Dylan",Democratic,16.98,4/21/22 0:00,Adp,Roseland,NJ,7068,Office Equipment & Supplies,
Senate District 08,"Roberts, Dylan",Democratic,97.99,4/25/22 0:00,Mailchimp,Atlanta,GA,30308,Advertising,
Senate District 08,"Roberts, Dylan",Democratic,1028.82,4/27/22 0:00,Actblue Technical Services,Somerville,MA,2144,Bank Fees,Contribution Processing Fees
Senate District 08,"Roberts, Dylan",Democratic,8,4/27/22 0:00,First Bank,Eagle,CO,81631,Bank Fees,
Senate District 08,"Roberts, Dylan",Democratic,11.6,10/1/21 0:00,United States Post Office,Eagle,CO,81631,Office Equipment & Supplies,Stamps
Senate District 08,"Roberts, Dylan",Democratic,40,10/5/21 0:00,United States Post Office,Streamboat Springs,CO,80487,Fundraising Expenses,Stamps
Senate District 08,"Roberts, Dylan",Democratic,12,10/12/21 0:00,Squarespace Inc,New York,NY,10014,Other,Website Domain Fee
Senate District 08,"Roberts, Dylan",Democratic,3.74,10/24/21 0:00,Actblue Technical Services,Somerville,MA,2144,Fundraising Expenses,Contribution Processing Fee
Senate District 08,"Roberts, Dylan",Democratic,62.99,10/26/21 0:00,Mailchimp,Atlanta,GA,30308,Other,Mailchimp Fees
Senate District 08,"Roberts, Dylan",Democratic,2,10/27/21 0:00,First Bank,Eagle,CO,81631,Bank Fees,
Senate District 08,"Roberts, Dylan",Democratic,11.86,10/31/21 0:00,Actblue Technical Services,Somerville,MA,2144,Fundraising Expenses,Contribution Processing Fee
Senate District 08,"Roberts, Dylan",Democratic,12,11/5/21 0:00,Squarespace Inc,New York,NY,10014,Other,Website Domain Fee
Senate District 08,"Roberts, Dylan",Democratic,51.72,11/17/21 0:00,Kum & Go,Eagle,CO,81631,Travel & Lodging,Gas For Campaign Trip
Senate District 08,"Roberts, Dylan",Democratic,290,11/17/21 0:00,Hdpcf,Denver,CO,80203,Other,Caucus Dues
Senate District 08,"Roberts, Dylan",Democratic,1.99,11/21/21 0:00,Actblue Technical Services,Somerville,MA,2144,Fundraising Expenses,Contribution Processing Fee
Senate District 08,"Roberts, Dylan",Democratic,62.99,11/23/21 0:00,Mailchimp,Atlanta,GA,30308,Other,Mailchimp Fee
Senate District 08,"Roberts, Dylan",Democratic,2,11/26/21 0:00,First Bank,Eagle,CO,81631,Bank Fees,
Senate District 08,"Roberts, Dylan",Democratic,25.68,11/28/21 0:00,Actblue Technical Services,Somerville,MA,2144,Fundraising Expenses,Contribution Processing Fee
Senate District 08,"Roberts, Dylan",Democratic,56.44,12/3/21 0:00,Kum & Go,Frisco,CO,80443,Travel & Lodging,Gas For Campaign Trip
Senate District 08,"Roberts, Dylan",Democratic,149.18,12/5/21 0:00,Actblue Technical Services,Somerville,MA,2144,Fundraising Expenses,Contribution Processing Fee
Senate District 08,"Roberts, Dylan",Democratic,12,12/6/21 0:00,Squarespace Inc,New York,NY,10014,Other,Website Domain Fee
Senate District 08,"Roberts, Dylan",Democratic,389.24,12/12/21 0:00,Actblue Technical Services,Somerville,MA,2144,Fundraising Expenses,Contribution Processing Fee
Senate District 08,"Roberts, Dylan",Democratic,163.25,12/13/21 0:00,Zoom,San Jose,CA,95113,Office Equipment & Supplies,Zoom Account Annual Fee
Senate District 08,"Roberts, Dylan",Democratic,176.24,12/19/21 0:00,Actblue Technical Services,Somerville,MA,2144,Fundraising Expenses,Contribution Processing Fee
Senate District 08,"Roberts, Dylan",Democratic,87.99,12/23/21 0:00,Mailchimp,Atlanta,GA,30308,Other,Mailchimp Fee
Senate District 08,"Roberts, Dylan",Democratic,19.77,12/26/21 0:00,Actblue Technical Services,Somerville,MA,2144,Fundraising Expenses,Contribution Processing Fee
Senate District 08,"Roberts, Dylan",Democratic,2,12/29/21 0:00,First Bank,Eagle,CO,81631,Bank Fees,Bank Fees
Senate District 08,"Roberts, Dylan",Democratic,27.86,12/31/21 0:00,Actblue Technical Services,Somerville,MA,2144,Fundraising Expenses,Contribution Processing Fee
Senate District 08,"Solomon, Matt",Republican,128.95,1/22/22 0:00,Hover.Com,Toronto,ON,M6K 3M1,Consultant & Professional Services,
Senate District 08,"Solomon, Matt",Republican,98.33,1/29/22 0:00,Hover.Com,Toronto,ON,M6K 3M1,Consultant & Professional Services,
Senate District 08,"Solomon, Matt",Republican,79.22,2/7/22 0:00,Eventbright,San Francisco,CA,94105,Fundraising Expenses,"Summit Gop Lincoln Day Dinner, Paid By Candidate Loan"
Senate District 08,"Solomon, Matt",Republican,50,2/7/22 0:00,Cncc Foundation,Rangly,CO,81648,Fundraising Expenses,"Contribution For The Rio Blanco Gop, Paid By Candidate Loan"
Senate District 08,"Solomon, Matt",Republican,95.56,2/8/22 0:00,Vista Print,Waltham,MA,2451,Advertising,
Senate District 08,"Solomon, Matt",Republican,196.67,2/9/22 0:00,Hover.Com,Toronto,ON,M6K 3M1,Consultant & Professional Services,
Senate District 08,"Solomon, Matt",Republican,35,2/12/22 0:00,Gcrc Committee,Central City,CO,80427,Fundraising Expenses,"Gilpin Gop Lincoln Day Lunch, Paid By Candidate Loan"
Senate District 08,"Solomon, Matt",Republican,77.85,2/16/22 0:00,Hover.Com,Toronto,ON,M6K 3M1,Consultant & Professional Services,
Senate District 08,"Solomon, Matt",Republican,22.6,2/16/22 0:00,Alpine Bank,Eagle,CO,81631,Office Equipment & Supplies,
Senate District 08,"Solomon, Matt",Republican,32.64,2/17/22 0:00,Amazon,Seattle,WA,98109,Office Equipment & Supplies,
Senate District 08,"Solomon, Matt",Republican,1000,2/18/22 0:00,Tier 1 Creative,Monument,CO,80132,Consultant & Professional Services,
Senate District 08,"Solomon, Matt",Republican,375.87,2/18/22 0:00,Costco,Gypsum,CO,81637,Office Equipment & Supplies,
Senate District 08,"Solomon, Matt",Republican,95.58,2/18/22 0:00,Fiesta'S,Edwards,CO,81632,"Food, Beverages and Meals",
Senate District 08,"Solomon, Matt",Republican,34.21,2/18/22 0:00,Amazon,Seattle,WA,98109,Advertising,
Senate District 08,"Solomon, Matt",Republican,1716.96,2/23/22 0:00,"Apple, Inc",Cupertino,CA,95014,Telephone,
Senate District 08,"Solomon, Matt",Republican,42.45,2/24/22 0:00,Agave,Avon,CO,81620,"Food, Beverages and Meals",
Senate District 08,"Solomon, Matt",Republican,77.43,2/24/22 0:00,Copy Plus,Eagle,CO,81631,Office Equipment & Supplies,
Senate District 08,"Solomon, Matt",Republican,8.9,2/25/22 0:00,Yeti'S Grind,Edwards,CO,81632,"Food, Beverages and Meals",
Senate District 08,"Solomon, Matt",Republican,50,2/26/22 0:00,Rio Blanco Republican Committee,Unk,CO,UNK,Fundraising Expenses,"Rio Blanco Lincoln Day Lunch, Paid By Candidate Loan (Cash)"
Senate District 08,"Solomon, Matt",Republican,10,2/26/22 0:00,Summit County Gop,Unk,CO,UNK,Contributions,"Summit Gop Lincoln Day Dinner Contribution, Paid By Candidate Loan (Cash)"
Senate District 08,"Solomon, Matt",Republican,770.68,2/28/22 0:00,Matt  Solomon,Eagle,CO,81631,Travel & Lodging,"Mileage From 1/22/22 - 2/28/22, Paid By Candidate Loan"
Senate District 08,"Solomon, Matt",Republican,100,2/28/22 0:00,Club 20,Grand Junction,CO,81501,Miscellaneous,
Senate District 08,"Solomon, Matt",Republican,176.9,2/28/22 0:00,One Stop Printers,Hesperia,CA,92356,Fundraising Expenses,
Senate District 08,"Solomon, Matt",Republican,-770.68,2/28/22 0:00,Matt  Solomon,Eagle,CO,81631,Travel & Lodging,"Offset Due To Update Of Filed Item - Mileage From 1/22/22 - 2/28/22, Paid By Candidate Loan"
Senate District 08,"Solomon, Matt",Republican,770.68,2/28/22 0:00,Matt  Solomon,Eagle,CO,81631,Travel & Lodging,"Mileage From 1/22/22 - 2/28/22, Paid By Candidate Loan"
Senate District 08,"Solomon, Matt",Republican,185.84,3/2/22 0:00,Copy Plus,Eagle,CO,81631,Advertising,
Senate District 08,"Solomon, Matt",Republican,204,3/2/22 0:00,Usps,Eagle,CO,81631,Office Equipment & Supplies,
Senate District 08,"Solomon, Matt",Republican,100,3/2/22 0:00,Eventbright,San Francisco,CA,94105,Fundraising Expenses,Garfield Ldd
Senate District 08,"Solomon, Matt",Republican,136.51,3/3/22 0:00,Vista Print,Waltham,MA,2451,Advertising,
Senate District 08,"Solomon, Matt",Republican,329.6,3/4/22 0:00,Usps,Eagle,CO,81631,Office Equipment & Supplies,
Senate District 08,"Solomon, Matt",Republican,2000,3/4/22 0:00,Tier 1 Creative,Monument,CO,80132,Consultant & Professional Services,
Senate District 08,"Solomon, Matt",Republican,10.18,3/5/22 0:00,Mcdonalds - Steamboat,Steamboat Springs,CO,80477,"Food, Beverages and Meals",
Senate District 08,"Solomon, Matt",Republican,12.11,3/7/22 0:00,City Market - Glenwood Springs,Glenwood Springs,CO,81601,"Food, Beverages and Meals",
Senate District 08,"Solomon, Matt",Republican,50.35,3/7/22 0:00,Glenwood Canyon Brewpub,Glenwood Springs,CO,81601,"Food, Beverages and Meals",
Senate District 08,"Solomon, Matt",Republican,152.46,3/7/22 0:00,Copy Plus,Eagle,CO,81631,Advertising,
Senate District 08,"Solomon, Matt",Republican,9.98,3/8/22 0:00,Colors Coffee,Eagle,CO,81631,"Food, Beverages and Meals",
Senate District 08,"Solomon, Matt",Republican,18.5,3/10/22 0:00,Heidi'S Brooklyn Deli,Gypsum,CO,81637,"Food, Beverages and Meals",
Senate District 08,"Solomon, Matt",Republican,119.35,3/10/22 0:00,National Velvet,Eagle,CO,81631,Miscellaneous,
Senate District 08,"Solomon, Matt",Republican,50.35,3/12/22 0:00,Co. Ranch House,Glenwood Springs,CO,81601,"Food, Beverages and Meals",
Senate District 08,"Solomon, Matt",Republican,100,3/12/22 0:00,Eventbright,San Francisco,CA,94105,Fundraising Expenses,Garco Ldd Balance Due
Senate District 08,"Solomon, Matt",Republican,35.05,3/14/22 0:00,Fedex,Eagle,CO,81631,Advertising,
Senate District 08,"Solomon, Matt",Republican,81.68,3/15/22 0:00,Copy Plus,Eagle,CO,81631,Office Equipment & Supplies,
Senate District 08,"Solomon, Matt",Republican,252.28,3/15/22 0:00,One Stop Printers,Hesperia,CA,92356,Fundraising Expenses,
Senate District 08,"Solomon, Matt",Republican,86.04,3/15/22 0:00,Zoom,San Jose,CA,95113,Consultant & Professional Services,
Senate District 08,"Solomon, Matt",Republican,32.68,3/20/22 0:00,Primavera,Eagle,CO,81631,"Food, Beverages and Meals",
Senate District 08,"Solomon, Matt",Republican,20.79,3/21/22 0:00,Copy Plus,Eagle,CO,81631,Office Equipment & Supplies,
Senate District 08,"Solomon, Matt",Republican,547.89,3/22/22 0:00,"Gsp, Inc.",Houston,TX,77055,Advertising,
Senate District 08,"Solomon, Matt",Republican,30,3/22/22 0:00,Jackson County Star,Walden,CO,80480,Consultant & Professional Services,
Senate District 08,"Solomon, Matt",Republican,7.95,3/22/22 0:00,Fedex,Eagle,CO,81631,Fundraising Expenses,
Senate District 08,"Solomon, Matt",Republican,7.95,3/22/22 0:00,Fedex,Eagle,CO,81631,Fundraising Expenses,
Senate District 08,"Solomon, Matt",Republican,64.91,3/23/22 0:00,Moe'S Bbq,Eagle,CO,81631,"Food, Beverages and Meals",
Senate District 08,"Solomon, Matt",Republican,907.01,3/25/22 0:00,Attention Ink,Fayetteville,NC,28314,Advertising,
Senate District 08,"Solomon, Matt",Republican,3,3/25/22 0:00,Alpine Bank,Eagle,CO,81631,Bank Fees,Paper Statement Fee
Senate District 08,"Solomon, Matt",Republican,77.52,3/26/22 0:00,Eventbright,San Francisco,CA,94105,Other,Co District/ State Assembly Fees
Senate District 08,"Solomon, Matt",Republican,1,3/28/22 0:00,The Hotel Denver,Glenwood Springs,CO,81601,Travel & Lodging,
Senate District 08,"Solomon, Matt",Republican,185.81,3/30/22 0:00,Next Day Flyers,Van Nuys,CA,91406,Advertising,
Senate District 08,"Solomon, Matt",Republican,1121.62,3/31/22 0:00,Matt  Solomon,Eagle,CO,81631,Travel & Lodging,"Mileage From 3/1/22 To 3/31/22, Paid By Candidate Loan"
Senate District 08,"Solomon, Matt",Republican,-1121.62,3/31/22 0:00,Matt  Solomon,Eagle,CO,81631,Travel & Lodging,"Offset Due To Update Of Filed Item - Mileage From 3/1/22 To 3/31/22, Paid By Candidate Loan"
Senate District 08,"Solomon, Matt",Republican,1121.62,3/31/22 0:00,Matt  Solomon,Eagle,CO,81631,Travel & Lodging,"Mileage From 3/1/22 To 3/31/22, Paid By Candidate Loan"
Senate District 08,"Solomon, Matt",Republican,20.55,4/5/22 0:00,Costco,Gypsum,CO,81637,Advertising,
Senate District 08,"Solomon, Matt",Republican,79.96,4/6/22 0:00,National Velvet,Eagle,CO,81631,Miscellaneous,
Senate District 08,"Solomon, Matt",Republican,70,4/7/22 0:00,A Colorado Gop,Unknown,CO,UNKNOWN,Fundraising Expenses,
Senate District 08,"Solomon, Matt",Republican,2.5,4/11/22 0:00,Cos Parking Meters,Colorado Springs,CO,UNKNOWN,Travel & Lodging,
Senate District 08,"Solomon, Matt",Republican,33.46,4/11/22 0:00,Thunder & Buttons,Colorado Springs,CO,80904,"Food, Beverages and Meals",
Senate District 08,"Solomon, Matt",Republican,100,4/11/22 0:00,Mackenzie'S Chop House,Colorado Springs,CO,80904,"Food, Beverages and Meals",
Senate District 08,"Solomon, Matt",Republican,614.92,4/11/22 0:00,Doubletree,Colorado Springs,CO,80906,Travel & Lodging,
Senate District 08,"Solomon, Matt",Republican,9.41,4/12/22 0:00,Starbucks,Colorado Springs,CO,80906,"Food, Beverages and Meals",
Senate District 08,"Solomon, Matt",Republican,23,4/12/22 0:00,Broadmoor World Arena,Colorado Springs,CO,80906,"Food, Beverages and Meals",
Senate District 08,"Solomon, Matt",Republican,37.4,4/12/22 0:00,Pazzos,Eagle,CO,81631,"Food, Beverages and Meals",
Senate District 08,"Solomon, Matt",Republican,43.75,4/12/22 0:00,Eagle Diner,Eagle,CO,81631,"Food, Beverages and Meals",
Senate District 08,"Solomon, Matt",Republican,125,4/14/22 0:00,Colorado River Valley Chamber,Rifle,CO,81650,Advertising,
Senate District 08,"Solomon, Matt",Republican,40,4/14/22 0:00,Colorado River Valley Chamber,Rifle,CO,81650,Advertising,
Senate District 08,"Solomon, Matt",Republican,2007,4/16/22 0:00,Tier 1 Creative,Monument,CO,80132,Consultant & Professional Services,
Senate District 08,"Solomon, Matt",Republican,12.3,4/16/22 0:00,Winred,Arlington,VA,22209,Bank Fees,Bank Fees For Refunded Donations.
Senate District 08,"Solomon, Matt",Republican,60,4/18/22 0:00,Routt County Republican Central Committee,Steamboat Springs,CO,80487,Advertising,Routt Gop Ldd
Senate District 08,"Solomon, Matt",Republican,24,4/19/22 0:00,Great Clips,Rifle,CO,81650,Miscellaneous,
Senate District 08,"Solomon, Matt",Republican,319,4/19/22 0:00,Verizon Wireless,New York,NY,10036,Telephone,
Senate District 08,"Solomon, Matt",Republican,195,4/19/22 0:00,Centurylink,Carol Stream,IL,74300,Rent & Utilities,
Senate District 08,"Solomon, Matt",Republican,7.53,4/20/22 0:00,Colors Coffee Roasters,Eagle,CO,81631,"Food, Beverages and Meals",
Senate District 08,"Solomon, Matt",Republican,3,4/22/22 0:00,Alpine Bank,Eagle,CO,81631,Bank Fees,
Senate District 08,"Solomon, Matt",Republican,1274.31,4/27/22 0:00,Matt  Solomon,Eagle,CO,81631,Travel & Lodging,Mileage From 4/1/22 To 4/27/22
Senate District 08,"Solomon, Matt",Republican,40,4/27/22 0:00,Leona  Hemmerich,Dinosaur,CO,81610,Advertising,Balancing Entry For In-Kind Advertising Donation
Senate District 08,"Solomon, Matt",Republican,-1274.31,4/27/22 0:00,Matt  Solomon,Eagle,CO,81631,Travel & Lodging,Offset Due To Update Of Filed Item - Mileage From 4/1/22 To 4/27/22
Senate District 08,"Solomon, Matt",Republican,1274.31,4/27/22 0:00,Matt  Solomon,Eagle,CO,81631,Travel & Lodging,Mileage From 4/1/22 To 4/27/22
Senate District 09,"Lundeen, Paul",Republican,15,1/1/21 0:00,The Colorado Sun,Denver,CO,80202,Other,7218 ∑ Dues And Subscriptions
Senate District 09,"Lundeen, Paul",Republican,120,1/1/21 0:00,Trail Blazer,Greenwood Village,CO,80111,Other,7410 ∑ General Consultants
Senate District 09,"Lundeen, Paul",Republican,57.4,1/1/21 0:00,Us Postoffice,Monument,CO,8012,Other,6223 ∑ Postage
Senate District 09,"Lundeen, Paul",Republican,8.3,1/1/21 0:00,Nationbuilder,Los Angelas,CA,90071,Other,6580 ∑ Voter Data
Senate District 09,"Lundeen, Paul",Republican,4.2,1/13/21 0:00,Anedot,Baton Rouge,LA,70808,Other,7800 ∑ Banking Fees
Senate District 09,"Lundeen, Paul",Republican,0.69,1/20/21 0:00,Anedot,Baton Rouge,LA,70808,Other,7800 ∑ Banking Fees
Senate District 09,"Lundeen, Paul",Republican,120,1/22/21 0:00,Trail Blazer,Greenwood Village,CO,80111,Other,7410 ∑ General Consultants
Senate District 09,"Lundeen, Paul",Republican,19.8,1/22/21 0:00,Anedot,Baton Rouge,LA,70808,Other,7800 ∑ Banking Fees
Senate District 09,"Lundeen, Paul",Republican,15,2/1/21 0:00,The Colorado Sun,The,CO,80202,Other,7218 ∑ Dues And Subscriptions
Senate District 09,"Lundeen, Paul",Republican,96,2/1/21 0:00,Squarespace,San Francisco,CA,94103,Other,6410 ∑ Registration & Hosting
Senate District 09,"Lundeen, Paul",Republican,22.25,2/3/21 0:00,Harland Clark Checks,San Antonio,TX,78249,Other,7214 ∑ Office Supplies
Senate District 09,"Lundeen, Paul",Republican,0.69,2/9/21 0:00,Anedot,Baton Rouge,LA,70808,Other,7800 ∑ Banking Fees
Senate District 09,"Lundeen, Paul",Republican,120,2/20/21 0:00,Theory Twelve,Colorado Springs,CO,80920,Other,7390 ∑ Other Communications Expense
Senate District 09,"Lundeen, Paul",Republican,120,2/22/21 0:00,Trail Blazer,Greenwood Village,CO,80111,Other,7410 ∑ General Consultants
Senate District 09,"Lundeen, Paul",Republican,15,2/26/21 0:00,The Colorado Sun,The,CO,80202,Other,7218 ∑ Dues And Subscriptions
Senate District 09,"Lundeen, Paul",Republican,11.34,3/1/21 0:00,Anedot,Baton Rouge,LA,70808,Other,7800 ∑ Banking Fees
Senate District 09,"Lundeen, Paul",Republican,120,3/5/21 0:00,Trail Blazer,Greenwood Village,CO,80111,Consultant & Professional Services,
Senate District 09,"Lundeen, Paul",Republican,37.95,3/17/21 0:00,Anedot,Baton Rouge,LA,70808,Other,7800 ∑ Banking Fees
Senate District 09,"Lundeen, Paul",Republican,5.28,3/18/21 0:00,Anedot,Baton Rouge,LA,70808,Other,7800 ∑ Banking Fees
Senate District 09,"Lundeen, Paul",Republican,4.2,3/19/21 0:00,Anedot,Baton Rouge,LA,70808,Other,7800 ∑ Banking Fees
Senate District 09,"Lundeen, Paul",Republican,2.25,3/20/21 0:00,Anedot,Baton Rouge,LA,70808,Other,7800 ∑ Banking Fees
Senate District 09,"Lundeen, Paul",Republican,150,3/26/21 0:00,Theory Twelve,Colorado Springs,CO,80920,Other,7390 ∑ Other Communications Expense
Senate District 09,"Lundeen, Paul",Republican,15,3/26/21 0:00,The Colorado Sun,Denver,CO,80202,Miscellaneous,
Senate District 09,"Lundeen, Paul",Republican,180.46,3/26/21 0:00,Rocky Mountain Pro,Denver,CO,80021,Fundraising Expenses,
Senate District 09,"Lundeen, Paul",Republican,200,3/28/21 0:00,Charles  Searle,Monument,CO,80132,Other,5140 ∑ Event Food & Beverage
