District,candidate,Party,expenditure_amount,expenditure_date,recipient,city,state,zip,expenditure_type,explanation
Senate District 15,"Woodward, Rob",Republican,1.3,11/11/19 0:00,Anedot,Baton Rouge,LA,70801,Other,7810 ∑ Service Charges
Senate District 15,"Woodward, Rob",Republican,50,11/18/19 0:00,Rob  Woodward,Loveland,CO,80538,Other,7218 ∑ Dues And Subscriptions
Senate District 15,"Woodward, Rob",Republican,119.76,11/25/19 0:00,United Mileageplus Chase Card Services,Palatine,IL,60094,Other,6420 ∑ Production & Design
Senate District 15,"Woodward, Rob",Republican,240,11/25/19 0:00,United Mileageplus Chase Card Services,Palatine,IL,60094,Other,7350 ∑ Email Service
Senate District 15,"Woodward, Rob",Republican,2,11/30/19 0:00,Firstbank North,Arvada,CO,80006,Other,7810 ∑ Service Charges
Senate District 15,"Woodward, Rob",Republican,4.3,12/10/19 0:00,Anedot,Baton Rouge,LA,70801,Other,7810 ∑ Service Charges
Senate District 15,"Woodward, Rob",Republican,26.6,12/11/19 0:00,Anedot,Baton Rouge,LA,70801,Other,7810 ∑ Service Charges
Senate District 15,"Woodward, Rob",Republican,400,12/14/19 0:00,Senate Republicans,Denver,CO,80203,Other,6810 ∑ Registration Fees
Senate District 15,"Woodward, Rob",Republican,2.3,12/15/19 0:00,Anedot,Baton Rouge,LA,70801,Other,7810 ∑ Service Charges
Senate District 15,"Woodward, Rob",Republican,8.3,12/22/19 0:00,Anedot,Baton Rouge,LA,70801,Other,7810 ∑ Service Charges
Senate District 15,"Woodward, Rob",Republican,2,12/31/19 0:00,Firstbank North,Arvada,CO,80006,Other,7810 ∑ Service Charges
Senate District 20,"Cutter, Lisa",Democratic,30.99,1/31/22 0:00,Mailchimp,Atlanta,GA,30308,Advertising,
Senate District 20,"Cutter, Lisa",Democratic,2,1/31/22 0:00,Firstbank,Littleton,CO,80129,Bank Fees,
Senate District 20,"Cutter, Lisa",Democratic,40,1/31/22 0:00,Jefferson County Democratic Party,Lakewood,CO,80215,Contributions,
Senate District 20,"Cutter, Lisa",Democratic,12,2/3/22 0:00,"Google, Inc",Mountain View,CA,94043,Office Equipment & Supplies,
Senate District 20,"Cutter, Lisa",Democratic,181.22,2/3/22 0:00,C&D Printing,Denver,CO,80212,Fundraising Expenses,
Senate District 20,"Cutter, Lisa",Democratic,15.65,2/8/22 0:00,Zoom. Us,San Jose,CA,95113,Office Equipment & Supplies,
Senate District 20,"Cutter, Lisa",Democratic,49.7,2/16/22 0:00,Wix.Com,San Francisco,CA,94158,Advertising,Website
Senate District 20,"Cutter, Lisa",Democratic,194.4,2/16/22 0:00,Wix.Com,San Francisco,CA,94158,Advertising,Website
Senate District 20,"Cutter, Lisa",Democratic,2,2/28/22 0:00,Firstbank,Littleton,CO,80129,Bank Fees,
Senate District 20,"Cutter, Lisa",Democratic,34,3/1/22 0:00,Zoom. Us,San Jose,CA,95113,Advertising,
Senate District 20,"Cutter, Lisa",Democratic,500,3/1/22 0:00,Colorado Democratic Party,Denver,CO,80203,Contributions,
Senate District 20,"Cutter, Lisa",Democratic,12,3/2/22 0:00,"Google, Inc",Mountain View,CA,94043,Office Equipment & Supplies,
Senate District 20,"Cutter, Lisa",Democratic,15.65,3/9/22 0:00,Zoom. Us,San Jose,CA,95113,Office Equipment & Supplies,
Senate District 20,"Cutter, Lisa",Democratic,34,3/29/22 0:00,Mailchimp,Atlanta,GA,30308,Advertising,
Senate District 20,"Cutter, Lisa",Democratic,2,3/31/22 0:00,Firstbank,Littleton,CO,80129,Bank Fees,
Senate District 20,"Cutter, Lisa",Democratic,12,4/4/22 0:00,"Google, Inc",Mountain View,CA,94043,Office Equipment & Supplies,
Senate District 20,"Cutter, Lisa",Democratic,15.65,4/8/22 0:00,Zoom. Us,San Jose,CA,95113,Office Equipment & Supplies,
Senate District 20,"Walsh, Tim",Republican,138,2/14/22 0:00,United States Postal Service,Lakewood,CO,80226,Other,7200 ∑ Office Expense
Senate District 20,"Walsh, Tim",Republican,3.94,2/16/22 0:00,Winred,Arlington,VA,22209,Other,7820 ∑ Merchant Account Fees
Senate District 20,"Walsh, Tim",Republican,31.52,2/17/22 0:00,Winred,Arlington,VA,22209,Other,7820 ∑ Merchant Account Fees
Senate District 20,"Walsh, Tim",Republican,1.03,2/23/22 0:00,Winred,Arlington,VA,22209,Other,7820 ∑ Merchant Account Fees
Senate District 20,"Walsh, Tim",Republican,17.8,2/23/22 0:00,,,,,Other,7214 ∑ Office Supplies
Senate District 20,"Walsh, Tim",Republican,0.62,2/24/22 0:00,Winred,Arlington,VA,22209,Other,7820 ∑ Merchant Account Fees
Senate District 20,"Walsh, Tim",Republican,937.5,3/1/22 0:00,Crimson Central Services Llc,Aurora,CO,80016,Other,7420 ∑ Media Consultants
Senate District 20,"Walsh, Tim",Republican,327.05,3/4/22 0:00,76 Group,Frisco,CO,80443,Other,6615 ∑ Hang Cards
Senate District 20,"Walsh, Tim",Republican,1500,3/4/22 0:00,76 Group,Frisco,CO,80443,Other,7420 ∑ Media Consultants
Senate District 20,"Walsh, Tim",Republican,4.1,3/8/22 0:00,Winred,Arlington,VA,22209,Other,7820 ∑ Merchant Account Fees
Senate District 20,"Walsh, Tim",Republican,15.76,3/8/22 0:00,Winred,Arlington,VA,22209,Other,7820 ∑ Merchant Account Fees
Senate District 20,"Walsh, Tim",Republican,310.55,3/9/22 0:00,Cottrell Printing Inc,Centennial,CO,80112,Other,6611 ∑ Letterhead & Envelopes
Senate District 20,"Walsh, Tim",Republican,13.79,3/9/22 0:00,Winred,Arlington,VA,22209,Other,7820 ∑ Merchant Account Fees
Senate District 20,"Walsh, Tim",Republican,15.76,3/11/22 0:00,Winred,Arlington,VA,22209,Other,7820 ∑ Merchant Account Fees
Senate District 20,"Walsh, Tim",Republican,437.5,3/14/22 0:00,David Topping Photography,Golden,CO,80401,Other,6300 ∑ Photography Expense
Senate District 20,"Walsh, Tim",Republican,611.82,3/14/22 0:00,Winred,Arlington,VA,22209,Other,7820 ∑ Merchant Account Fees
Senate District 20,"Walsh, Tim",Republican,611.82,3/14/22 0:00,Winred,Arlington,VA,22209,Other,7820 ∑ Merchant Account Fees
Senate District 20,"Walsh, Tim",Republican,2.05,3/15/22 0:00,Winred,Arlington,VA,22209,Other,7820 ∑ Merchant Account Fees
Senate District 20,"Walsh, Tim",Republican,32.81,3/15/22 0:00,Winred,Arlington,VA,22209,Other,7820 ∑ Merchant Account Fees
Senate District 20,"Walsh, Tim",Republican,32.81,3/15/22 0:00,Winred,Arlington,VA,22209,Other,7820 ∑ Merchant Account Fees
Senate District 20,"Walsh, Tim",Republican,3.94,3/22/22 0:00,Winred,Arlington,VA,22209,Other,7820 ∑ Merchant Account Fees
Senate District 20,"Walsh, Tim",Republican,63.04,3/25/22 0:00,Winred,Arlington,VA,22209,Other,7820 ∑ Merchant Account Fees
Senate District 20,"Walsh, Tim",Republican,115.29,3/28/22 0:00,Cottrell Printing Inc,Centennial,CO,80112,Other,6623 ∑ Banners
Senate District 20,"Walsh, Tim",Republican,2.05,3/28/22 0:00,Winred,Arlington,VA,22209,Other,7820 ∑ Merchant Account Fees
Senate District 20,"Walsh, Tim",Republican,135,3/30/22 0:00,James  Austria,Silver Spring,MD,20910,Other,6640 ∑ Design & Layout
Senate District 20,"Walsh, Tim",Republican,4.1,3/30/22 0:00,Winred,Arlington,VA,22209,Other,7820 ∑ Merchant Account Fees
Senate District 20,"Walsh, Tim",Republican,1250,3/30/22 0:00,Crimson Central Services Llc,Aurora,CO,80016,Other,7420 ∑ Media Consultants
Senate District 20,"Walsh, Tim",Republican,2750,4/2/22 0:00,Black Shepherd Strategies Llc,Arlington,VA,22201,Other,6420 ∑ Production & Design
Senate District 20,"Walsh, Tim",Republican,16.41,4/7/22 0:00,Winred,Arlington,VA,22209,Other,7820 ∑ Merchant Account Fees
Senate District 20,"Walsh, Tim",Republican,16.41,4/11/22 0:00,Winred,Arlington,VA,22209,Other,7820 ∑ Merchant Account Fees
Senate District 22,"Danielson, Jessie",Democratic,150,1/4/21 0:00,Ngp Van,Somerville,MA,2144,Consultant & Professional Services,
Senate District 22,"Danielson, Jessie",Democratic,18,1/4/21 0:00,,,,,Consultant & Professional Services,
Senate District 22,"Danielson, Jessie",Democratic,23.94,1/19/21 0:00,Amazon.Com Inc.,Seattle,WA,98109,Office Equipment & Supplies,
Senate District 22,"Danielson, Jessie",Democratic,30,1/25/21 0:00,Cricket Wireless,Wheat Ridge,CO,80033,Telephone,
Senate District 22,"Danielson, Jessie",Democratic,11.99,1/25/21 0:00,,,,,Consultant & Professional Services,
Senate District 22,"Danielson, Jessie",Democratic,150,2/2/21 0:00,Ngp Van,Somerville,MA,2144,Consultant & Professional Services,
Senate District 22,"Danielson, Jessie",Democratic,18,2/3/21 0:00,,,,,Consultant & Professional Services,
Senate District 22,"Danielson, Jessie",Democratic,11.99,2/23/21 0:00,,,,,Consultant & Professional Services,
Senate District 22,"Danielson, Jessie",Democratic,30,2/23/21 0:00,Cricket Wireless,Wheat Ridge,CO,80033,Telephone,
Senate District 22,"Danielson, Jessie",Democratic,62.69,2/26/21 0:00,Amazon.Com Inc.,Seattle,WA,98109,Office Equipment & Supplies,
Senate District 22,"Danielson, Jessie",Democratic,97.19,3/2/21 0:00,Amazon.Com Inc.,Seattle,WA,98109,Office Equipment & Supplies,
Senate District 22,"Danielson, Jessie",Democratic,79.92,3/2/21 0:00,Amazon.Com Inc.,Seattle,WA,98109,Office Equipment & Supplies,
Senate District 22,"Danielson, Jessie",Democratic,17.99,3/2/21 0:00,,,,,Consultant & Professional Services,
Senate District 22,"Danielson, Jessie",Democratic,150,3/2/21 0:00,Ngp Van,Somerville,MA,2144,Consultant & Professional Services,
Senate District 22,"Danielson, Jessie",Democratic,19.95,3/8/21 0:00,,,,,Miscellaneous,
Senate District 22,"Danielson, Jessie",Democratic,13.99,3/15/21 0:00,,,,,Office Equipment & Supplies,
Senate District 22,"Danielson, Jessie",Democratic,315.88,3/22/21 0:00,Amazon.Com Inc.,Seattle,WA,98109,Office Equipment & Supplies,
Senate District 22,"Danielson, Jessie",Democratic,11.99,3/23/21 0:00,,,,,Consultant & Professional Services,
Senate District 22,"Danielson, Jessie",Democratic,30,3/23/21 0:00,Cricket Wireless,Wheat Ridge,CO,80033,Telephone,
Senate District 22,"Danielson, Jessie",Democratic,18,4/5/21 0:00,,,,,Consultant & Professional Services,
Senate District 22,"Danielson, Jessie",Democratic,11.99,4/23/21 0:00,,,,,Consultant & Professional Services,
Senate District 22,"Danielson, Jessie",Democratic,30,4/23/21 0:00,Cricket Wireless,Wheat Ridge,CO,80033,Telephone,
Senate District 22,"Danielson, Jessie",Democratic,18,5/4/21 0:00,,,,,Consultant & Professional Services,
Senate District 22,"Danielson, Jessie",Democratic,11.99,5/24/21 0:00,,,,,Consultant & Professional Services,
Senate District 22,"Danielson, Jessie",Democratic,30,5/24/21 0:00,Cricket Wireless,Wheat Ridge,CO,80033,Telephone,
Senate District 22,"Danielson, Jessie",Democratic,18,6/3/21 0:00,,,,,Consultant & Professional Services,
Senate District 22,"Danielson, Jessie",Democratic,200,6/21/21 0:00,Ngp Van,Somerville,MA,2144,Consultant & Professional Services,
Senate District 22,"Danielson, Jessie",Democratic,11.99,6/23/21 0:00,,,,,Consultant & Professional Services,
Senate District 22,"Danielson, Jessie",Democratic,30,6/23/21 0:00,Cricket Wireless,Wheat Ridge,CO,80033,Telephone,
Senate District 22,"Danielson, Jessie",Democratic,200,7/2/21 0:00,Ngp Van,Somerville,MA,2144,Consultant & Professional Services,
Senate District 22,"Danielson, Jessie",Democratic,18,7/2/21 0:00,,,,,Consultant & Professional Services,
Senate District 22,"Danielson, Jessie",Democratic,22.35,7/8/21 0:00,Uber Technologies Inc.,San Francisco,CA,94103,Travel & Lodging,
Senate District 22,"Danielson, Jessie",Democratic,50.76,7/14/21 0:00,Apple Inc.,Cupertino,CA,95014,Office Equipment & Supplies,
Senate District 22,"Danielson, Jessie",Democratic,30,7/23/21 0:00,Cricket Wireless,Wheat Ridge,CO,80033,Telephone,
Senate District 22,"Danielson, Jessie",Democratic,11.99,7/23/21 0:00,,,,,Consultant & Professional Services,
Senate District 22,"Danielson, Jessie",Democratic,200,8/2/21 0:00,Ngp Van,Somerville,MA,2144,Consultant & Professional Services,
Senate District 22,"Danielson, Jessie",Democratic,18,8/3/21 0:00,,,,,Consultant & Professional Services,
Senate District 22,"Danielson, Jessie",Democratic,30,8/23/21 0:00,Cricket Wireless,Wheat Ridge,CO,80033,Telephone,
Senate District 22,"Danielson, Jessie",Democratic,11.99,8/23/21 0:00,,,,,Consultant & Professional Services,
Senate District 22,"Danielson, Jessie",Democratic,18,9/15/21 0:00,,,,,Consultant & Professional Services,
Senate District 22,"Danielson, Jessie",Democratic,-229.28,9/29/20 0:00,Colorado Democratic Party,Denver,CO,80203,Donation for Independent Expenditures,Offset Due To Update Of Filed Item - Email List Rental (Dscf)
Senate District 22,"Danielson, Jessie",Democratic,229.28,9/29/20 0:00,Colorado Democratic Party,Denver,CO,80203,Other,Email List Rental (Dscf)
Senate District 22,"Danielson, Jessie",Democratic,3500,10/1/20 0:00,Garfield County Democratic Party,Glenwood Springs,CO,81601,Miscellaneous,
Senate District 22,"Danielson, Jessie",Democratic,150,10/2/20 0:00,Ngp Van,Somerville,MA,2144,Consultant & Professional Services,
Senate District 22,"Danielson, Jessie",Democratic,1.98,10/4/20 0:00,,,,,Bank Fees,
Senate District 22,"Danielson, Jessie",Democratic,18,10/5/20 0:00,,,,,Consultant & Professional Services,
Senate District 22,"Danielson, Jessie",Democratic,2.38,10/11/20 0:00,,,,,Bank Fees,
Senate District 22,"Danielson, Jessie",Democratic,3.95,10/18/20 0:00,,,,,Bank Fees,
Senate District 22,"Danielson, Jessie",Democratic,11.99,10/23/20 0:00,,,,,Consultant & Professional Services,
Senate District 22,"Danielson, Jessie",Democratic,30,10/23/20 0:00,Cricket Wireless,Wheat Ridge,CO,80033,Telephone,
Senate District 22,"Danielson, Jessie",Democratic,0.4,11/1/20 0:00,,,,,Bank Fees,
Senate District 22,"Danielson, Jessie",Democratic,-500,11/2/20 0:00,Jessie Pac,Wheat Ridge,CO,80034,Returned Expenditure,Contribution Refund
Senate District 22,"Danielson, Jessie",Democratic,18,11/2/20 0:00,,,,,Consultant & Professional Services,
Senate District 22,"Danielson, Jessie",Democratic,150,11/2/20 0:00,Ngp Van,Somerville,MA,2144,Consultant & Professional Services,
Senate District 22,"Danielson, Jessie",Democratic,11.99,11/23/20 0:00,,,,,Consultant & Professional Services,
Senate District 22,"Danielson, Jessie",Democratic,30,11/23/20 0:00,Cricket Wireless,Wheat Ridge,CO,80033,Telephone,
Senate District 22,"Danielson, Jessie",Democratic,0.4,11/30/20 0:00,,,,,Bank Fees,
Senate District 22,"Danielson, Jessie",Democratic,150,12/2/20 0:00,Ngp Van,Somerville,MA,2144,Consultant & Professional Services,
Senate District 22,"Danielson, Jessie",Democratic,18,12/3/20 0:00,,,,,Consultant & Professional Services,
Senate District 22,"Danielson, Jessie",Democratic,11.99,12/23/20 0:00,,,,,Consultant & Professional Services,
Senate District 22,"Danielson, Jessie",Democratic,30,12/23/20 0:00,Cricket Wireless,Wheat Ridge,CO,80033,Telephone,
Senate District 22,"Danielson, Jessie",Democratic,100,12/23/20 0:00,Food Bank Of The Rockies,Denver,CO,80239,Miscellaneous,
Senate District 22,"Danielson, Jessie",Democratic,111.8,12/31/20 0:00,Usps.Com,Washington,DC,20260,Office Equipment & Supplies,
Senate District 22,"Danielson, Jessie",Democratic,0.99,12/31/20 0:00,,,,,Bank Fees,
Senate District 22,"Danielson, Jessie",Democratic,200,1/3/22 0:00,Ngp Van,Somerville,MA,2144,Consultant & Professional Services,
Senate District 22,"Danielson, Jessie",Democratic,18,1/3/22 0:00,,,,,Consultant & Professional Services,
Senate District 22,"Danielson, Jessie",Democratic,15.98,1/10/22 0:00,,,,,Office Equipment & Supplies,
Senate District 22,"Danielson, Jessie",Democratic,19.74,1/10/22 0:00,,,,,Office Equipment & Supplies,
Senate District 22,"Danielson, Jessie",Democratic,168.68,1/12/22 0:00,Ode ¿ La Rose,New York,NY,10001,Other,Flower Delivery
Senate District 22,"Danielson, Jessie",Democratic,11.99,1/24/22 0:00,,,,,Consultant & Professional Services,
Senate District 22,"Danielson, Jessie",Democratic,70.11,1/28/22 0:00,Verizon,New York,NY,10036,Telephone,
Senate District 22,"Danielson, Jessie",Democratic,200,2/2/22 0:00,Ngp Van,Somerville,MA,2144,Consultant & Professional Services,
Senate District 22,"Danielson, Jessie",Democratic,103,2/2/22 0:00,American Liver Foundation,West Orange,NJ,7052,Contributions,Tax Id: 36-2883000
Senate District 22,"Danielson, Jessie",Democratic,18,2/2/22 0:00,,,,,Consultant & Professional Services,
Senate District 22,"Danielson, Jessie",Democratic,11.99,2/22/22 0:00,,,,,Consultant & Professional Services,
Senate District 22,"Danielson, Jessie",Democratic,107.9,2/28/22 0:00,Verizon,New York,NY,10036,Telephone,
Senate District 22,"Danielson, Jessie",Democratic,17.99,3/3/22 0:00,,,,,Consultant & Professional Services,
Senate District 22,"Danielson, Jessie",Democratic,2.99,3/11/22 0:00,,,,,Consultant & Professional Services,
Senate District 22,"Danielson, Jessie",Democratic,25,3/16/22 0:00,Jessie  Danielson,Wheat Ridge,CO,80033,Other,Reimbursement. Po Box Payment.
Senate District 22,"Danielson, Jessie",Democratic,166,3/17/22 0:00,Usps - Wheat Ridge,Wheat Ridge,CO,80033,Office Equipment & Supplies,Po Box Rental
Senate District 22,"Danielson, Jessie",Democratic,11.99,3/22/22 0:00,,,,,Consultant & Professional Services,
Senate District 22,"Danielson, Jessie",Democratic,8.95,3/24/22 0:00,,,,,Office Equipment & Supplies,
Senate District 22,"Danielson, Jessie",Democratic,70.11,3/28/22 0:00,Verizon,New York,NY,10036,Telephone,
Senate District 22,"Danielson, Jessie",Democratic,200,4/4/22 0:00,Ngp Van,Somerville,MA,2144,Consultant & Professional Services,
Senate District 22,"Danielson, Jessie",Democratic,18,4/4/22 0:00,,,,,Consultant & Professional Services,
Senate District 22,"Danielson, Jessie",Democratic,10.44,4/7/22 0:00,,,,,Office Equipment & Supplies,
Senate District 22,"Danielson, Jessie",Democratic,463.32,4/8/22 0:00,Apple Inc.,Cupertino,CA,95014,Office Equipment & Supplies,
Senate District 22,"Danielson, Jessie",Democratic,2.99,4/11/22 0:00,,,,,Consultant & Professional Services,
Senate District 22,"Danielson, Jessie",Democratic,67.81,4/15/22 0:00,Cricket Wireless,Wheat Ridge,CO,80033,Telephone,
Senate District 22,"Danielson, Jessie",Democratic,16.1,4/18/22 0:00,,,,,Office Equipment & Supplies,
Senate District 22,"Danielson, Jessie",Democratic,113.4,4/18/22 0:00,Apple Inc.,Cupertino,CA,95014,Office Equipment & Supplies,
Senate District 22,"Danielson, Jessie",Democratic,463.32,4/18/22 0:00,Apple Inc.,Cupertino,CA,95014,Office Equipment & Supplies,
Senate District 22,"Danielson, Jessie",Democratic,10.74,4/20/22 0:00,,,,,Office Equipment & Supplies,
Senate District 22,"Danielson, Jessie",Democratic,11.99,4/22/22 0:00,,,,,Consultant & Professional Services,
Senate District 22,"Danielson, Jessie",Democratic,11.99,10/1/21 0:00,,,,,Consultant & Professional Services,
Senate District 22,"Danielson, Jessie",Democratic,18,10/4/21 0:00,,,,,Consultant & Professional Services,
Senate District 22,"Danielson, Jessie",Democratic,200,10/19/21 0:00,Ngp Van,Somerville,MA,2144,Consultant & Professional Services,
Senate District 22,"Danielson, Jessie",Democratic,11.99,10/25/21 0:00,,,,,Consultant & Professional Services,
Senate District 22,"Danielson, Jessie",Democratic,200,10/26/21 0:00,Ngp Van,Somerville,MA,2144,Consultant & Professional Services,
Senate District 22,"Danielson, Jessie",Democratic,200,11/2/21 0:00,Ngp Van,Somerville,MA,2144,Consultant & Professional Services,
Senate District 22,"Danielson, Jessie",Democratic,1085.79,11/3/21 0:00,Amazon.Com Inc.,Seattle,WA,98109,Office Equipment & Supplies,
Senate District 22,"Danielson, Jessie",Democratic,18,11/3/21 0:00,,,,,Consultant & Professional Services,
Senate District 22,"Danielson, Jessie",Democratic,11.99,11/22/21 0:00,,,,,Consultant & Professional Services,
Senate District 22,"Danielson, Jessie",Democratic,15.09,11/30/21 0:00,,,,,Advertising,
Senate District 22,"Danielson, Jessie",Democratic,625,11/30/21 0:00,Jessie Pac,Wheat Ridge,CO,80034,Contributions,
Senate District 22,"Danielson, Jessie",Democratic,500,11/30/21 0:00,Colorado Democratic Party,Denver,CO,80203,Other,Voter File Subscription
Senate District 22,"Danielson, Jessie",Democratic,5.39,12/1/21 0:00,,,,,Office Equipment & Supplies,
Senate District 22,"Danielson, Jessie",Democratic,100,12/2/21 0:00,Apple Inc.,Cupertino,CA,95014,Office Equipment & Supplies,
Senate District 22,"Danielson, Jessie",Democratic,1240.92,12/2/21 0:00,Apple Inc.,Cupertino,CA,95014,Office Equipment & Supplies,
Senate District 22,"Danielson, Jessie",Democratic,200,12/2/21 0:00,Ngp Van,Somerville,MA,2144,Consultant & Professional Services,
Senate District 22,"Danielson, Jessie",Democratic,18,12/2/21 0:00,,,,,Consultant & Professional Services,
Senate District 22,"Danielson, Jessie",Democratic,-1240.92,12/2/21 0:00,Apple Inc.,Cupertino,CA,95014,Office Equipment & Supplies,Offset Due To Update Of Filed Item
Senate District 22,"Danielson, Jessie",Democratic,1402.92,12/2/21 0:00,Apple Inc.,Cupertino,CA,95014,Office Equipment & Supplies,
Senate District 22,"Danielson, Jessie",Democratic,11.99,12/22/21 0:00,,,,,Consultant & Professional Services,
Senate District 22,"Danielson, Jessie",Democratic,617.89,12/30/21 0:00,Amazon.Com Inc.,Seattle,WA,98109,Office Equipment & Supplies,
Senate District 22,"Danielson, Jessie",Democratic,595.64,12/31/21 0:00,Amazon.Com Inc.,Seattle,WA,98109,Office Equipment & Supplies,
Senate District 22,"Danielson, Jessie",Democratic,1667,12/31/21 0:00,Senate Democratic Caucus Fund,Denver,CO,80203,Other,Caucus Dues
Senate District 22,"Danielson, Jessie",Democratic,611.3,12/31/21 0:00,Wayfair Llc,Boston,MA,2116,Office Equipment & Supplies,
Senate District 22,"Danielson, Jessie",Democratic,696.32,12/31/21 0:00,Mike'S Camera,Arvada,CO,80004,Office Equipment & Supplies,
Senate District 22,"Danielson, Jessie",Democratic,57,1/3/19 0:00,Gusto,Denver,CO,80202,Consultant & Professional Services,
Senate District 22,"Danielson, Jessie",Democratic,250,1/4/19 0:00,Ngp Van,Somerville,MA,2144,Consultant & Professional Services,
Senate District 22,"Danielson, Jessie",Democratic,25,1/4/19 0:00,Google,Mountain View,CA,94043,Consultant & Professional Services,
Senate District 22,"Danielson, Jessie",Democratic,129.16,1/7/19 0:00,City Grille,Denver,CO,80203,"Food, Beverages and Meals",
Senate District 22,"Danielson, Jessie",Democratic,0.72,1/13/19 0:00,,,,,Bank Fees,
Senate District 22,"Danielson, Jessie",Democratic,82,1/14/19 0:00,Usps - Wheat Ridge,Wheat Ridge,CO,80033,Office Equipment & Supplies,
Senate District 22,"Danielson, Jessie",Democratic,800,1/14/19 0:00,"Senate Democratic Caucus	Fund",Denver,CO,80202,Miscellaneous,Dues
Senate District 22,"Danielson, Jessie",Democratic,5000,1/14/19 0:00,Rachel  Caine,Denver,CO,80203,Consultant & Professional Services,
Senate District 22,"Danielson, Jessie",Democratic,0.79,1/20/19 0:00,,,,,Bank Fees,
Senate District 22,"Danielson, Jessie",Democratic,9.29,1/27/19 0:00,,,,,Bank Fees,
Senate District 22,"Danielson, Jessie",Democratic,12,1/31/19 0:00,,,,,Bank Fees,
Senate District 22,"Danielson, Jessie",Democratic,250,2/4/19 0:00,Ngp Van,Somerville,MA,2144,Consultant & Professional Services,
Senate District 22,"Danielson, Jessie",Democratic,25,2/4/19 0:00,Google,Mountain View,CA,94043,Consultant & Professional Services,
Senate District 22,"Danielson, Jessie",Democratic,57,2/4/19 0:00,Gusto,Denver,CO,80202,Consultant & Professional Services,
Senate District 22,"Danielson, Jessie",Democratic,0.72,2/17/19 0:00,,,,,Bank Fees,
Senate District 22,"Danielson, Jessie",Democratic,128.11,2/22/19 0:00,Rhiannon  Scanlon,Denver,CO,80218,"Food, Beverages and Meals",Town Hall Food & Coffee Reimbursement
Senate District 22,"Danielson, Jessie",Democratic,0.99,2/24/19 0:00,,,,,Bank Fees,
Senate District 22,"Danielson, Jessie",Democratic,12,2/28/19 0:00,,,,,Bank Fees,
Senate District 22,"Danielson, Jessie",Democratic,0.4,3/3/19 0:00,,,,,Bank Fees,
Senate District 22,"Danielson, Jessie",Democratic,250,3/4/19 0:00,Ngp Van,Somerville,MA,2144,Consultant & Professional Services,
Senate District 22,"Danielson, Jessie",Democratic,18.44,3/4/19 0:00,,,,,Consultant & Professional Services,
Senate District 22,"Danielson, Jessie",Democratic,57,3/4/19 0:00,Gusto,Denver,CO,80202,Consultant & Professional Services,
Senate District 22,"Danielson, Jessie",Democratic,0.72,3/17/19 0:00,,,,,Bank Fees,
Senate District 22,"Danielson, Jessie",Democratic,33.78,3/24/19 0:00,Actblue Technical Services,Somerville,MA,2144,Bank Fees,
Senate District 22,"Danielson, Jessie",Democratic,12,3/29/19 0:00,,,,,Bank Fees,
Senate District 22,"Danielson, Jessie",Democratic,0.4,3/31/19 0:00,,,,,Bank Fees,
Senate District 22,"Danielson, Jessie",Democratic,250,4/2/19 0:00,Ngp Van,Somerville,MA,2144,Consultant & Professional Services,
Senate District 22,"Danielson, Jessie",Democratic,16.66,4/2/19 0:00,,,,,Consultant & Professional Services,
Senate District 22,"Danielson, Jessie",Democratic,57,4/2/19 0:00,Gusto,Denver,CO,80202,Consultant & Professional Services,
Senate District 22,"Danielson, Jessie",Democratic,5.34,4/7/19 0:00,,,,,Bank Fees,
Senate District 22,"Danielson, Jessie",Democratic,0.72,4/14/19 0:00,,,,,Bank Fees,
Senate District 22,"Danielson, Jessie",Democratic,0.2,4/28/19 0:00,,,,,Bank Fees,
Senate District 22,"Danielson, Jessie",Democratic,12,4/30/19 0:00,,,,,Bank Fees,
Senate District 22,"Danielson, Jessie",Democratic,250,5/2/19 0:00,Ngp Van,Somerville,MA,2144,Consultant & Professional Services,
Senate District 22,"Danielson, Jessie",Democratic,16.66,5/2/19 0:00,,,,,Consultant & Professional Services,
Senate District 22,"Danielson, Jessie",Democratic,57,5/2/19 0:00,Gusto,Denver,CO,80202,Consultant & Professional Services,
Senate District 22,"Danielson, Jessie",Democratic,4,5/3/19 0:00,,,,,Bank Fees,
Senate District 22,"Danielson, Jessie",Democratic,3.76,5/5/19 0:00,,,,,Bank Fees,
Senate District 22,"Danielson, Jessie",Democratic,1.98,5/12/19 0:00,,,,,Bank Fees,
Senate District 22,"Danielson, Jessie",Democratic,2.38,5/26/19 0:00,,,,,Bank Fees,
Senate District 22,"Danielson, Jessie",Democratic,12,5/31/19 0:00,,,,,Bank Fees,
Senate District 22,"Danielson, Jessie",Democratic,5.14,6/2/19 0:00,,,,,Bank Fees,
Senate District 22,"Danielson, Jessie",Democratic,250,6/3/19 0:00,Ngp Van,Somerville,MA,2144,Consultant & Professional Services,
Senate District 22,"Danielson, Jessie",Democratic,16.66,6/3/19 0:00,,,,,Consultant & Professional Services,
Senate District 22,"Danielson, Jessie",Democratic,57,6/4/19 0:00,Gusto,Denver,CO,80202,Consultant & Professional Services,
Senate District 22,"Danielson, Jessie",Democratic,7.9,6/16/19 0:00,,,,,Bank Fees,
Senate District 22,"Danielson, Jessie",Democratic,12,6/28/19 0:00,,,,,Bank Fees,
Senate District 22,"Danielson, Jessie",Democratic,17.59,6/30/19 0:00,,,,,Bank Fees,
